slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,231.927489,0.005868,3942.76732,0.099752,0.699051,1.617764,6,6,1,1,0
2,234.542114,0.067616,3283.589589,0.94662,0.472641,5.371892,10,10,1,1,0
3,136.311637,0.032381,2317.297822,0.55047,0.653125,4.963989,9,9,1,1,0
4,226.611072,0.028507,3625.777148,0.456113,0.619623,3.589995,8,8,1,1,0
5,189.769548,0.021756,3226.082314,0.369847,0.493064,4.26954,8,8,1,1,0
6,167.152578,0.037228,2841.593818,0.632874,0.414053,3.780014,10,10,1,1,0
7,262.703946,0.022193,4203.263142,0.355085,0.401601,3.739621,8,8,1,1,0
8,126.622215,0.037855,1646.088796,0.49211,0.269234,3.024039,10,10,1,1,0
9,177.482019,0.026297,2839.712299,0.420747,0.373066,4.016677,9,9,1,1,0
10,150.739165,0.027402,2713.304976,0.493242,0.53032,5.365382,8,8,1,1,0
11,210.51844,0.026655,3578.813472,0.453136,0.349999,3.79753,8,8,1,1,0
12,134.574005,0.036945,1884.036076,0.517233,0.39245,3.224994,10,10,1,1,0
13,152.065216,0.028778,2433.043462,0.460452,0.369191,3.476985,9,9,1,1,0
14,133.871919,0.035935,2008.078789,0.539022,0.300005,4.081476,9,9,1,1,0
15,112.83323,0.02597,1805.331685,0.41552,0.378279,3.734773,8,8,1,1,0
16,200.110923,0.012296,3601.99661,0.221333,0.483177,3.884134,6,6,1,1,0
17,214.69181,0.037788,3435.068961,0.604601,0.29748,3.611303,10,10,1,1,0
18,374.694875,0.091011,6744.507745,1.638205,0.566832,4.111292,8,8,1,1,0
19,257.07714,0.011298,4113.234238,0.180761,0.374376,3.97091,6,6,1,1,0
20,136.19875,0.025942,2042.981256,0.389133,0.35921,3.650419,8,7,1,1,0
21,202.913822,0.038259,3246.621149,0.612137,0.330362,2.627688,10,9,1,1,0
22,139.186243,0.023187,1948.607401,0.32462,0.346911,3.709297,8,8,1,1,0
23,237.488273,0.022054,3799.812374,0.352871,0.307667,3.582438,8,8,1,1,0
24,155.955616,0.036879,2339.334246,0.553186,0.251947,3.841492,9,9,1,1,0
25,434.07001,0.02821,7813.260188,0.507774,0.29145,3.511443,8,7,1,1,0
26,184.124805,0.03755,3498.371291,0.713445,0.390219,5.125175,10,10,1,1,0
27,138.637843,0.026772,1940.9298,0.374802,0.325807,3.305832,9,9,1,1,0
28,201.03202,0.022868,3618.576366,0.411624,0.339262,4.143709,9,9,1,1,0
29,151.301909,0.020747,2118.226726,0.290463,0.24193,3.407062,7,7,1,1,0
30,110.545515,0.030961,1658.182727,0.464408,0.369041,4.530058,8,8,1,1,0
31,161.009099,0.020301,2576.14559,0.324817,0.379187,4.525675,7,7,1,1,0
32,129.004021,0.017252,1548.048247,0.207023,0.212879,2.82905,8,7,1,1,0
33,165.504434,0.020878,2979.079809,0.375811,0.401253,4.772861,7,7,1,1,0
34,191.976417,0.026259,2879.646249,0.393882,0.375107,3.811506,9,8,1,1,0
35,145.498944,0.038683,2182.484161,0.580252,0.335946,3.195277,10,9,1,1,0
36,201.993846,0.019902,2221.932308,0.218921,0.118056,2.611736,7,7,1,1,0
37,130.625345,0.027309,2220.630865,0.464256,0.391458,5.116867,9,9,1,1,0
38,145.018166,0.034496,2175.272493,0.517445,0.364425,3.685352,9,9,1,1,0
39,168.589954,0.031443,2697.439271,0.50308,0.365394,3.119582,8,8,1,1,0
40,136.905165,0.02193,2190.482632,0.350875,0.391144,4.039785,7,7,1,1,0
41,188.096043,0.02018,3009.536695,0.322875,0.250641,3.558729,8,8,1,1,0
42,154.920534,0.023093,2323.808005,0.346389,0.307956,3.782752,8,8,1,1,0
43,148.074033,0.014326,2665.3326,0.257862,0.308062,4.642749,7,7,1,1,0
44,144.521526,0.030289,2312.34441,0.484622,0.395149,4.863929,8,8,1,1,0
45,163.588794,0.023202,2781.009503,0.394439,0.370995,4.025689,8,7,1,1,0
46,170.271402,0.030324,2894.613842,0.515501,0.369021,4.200698,9,9,1,1,0
47,168.919215,0.019404,2702.707433,0.310463,0.321547,3.909511,7,7,1,1,0
48,151.520143,0.026499,3030.40287,0.529988,0.38279,5.086476,8,7,1,1,0
49,146.686748,0.035716,2640.361469,0.642891,0.331261,4.338091,10,10,1,1,0
