slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,207.234532,0.0,1.311508,8.764866,6,6,1,1,0
2,67.862684,0.0,0.220815,1.842581,10,10,1,1,0
3,209.464123,0.0,1.007345,6.718726,10,10,1,1,0
4,110.356703,0.0,0.323371,2.210679,10,10,1,1,0
5,267.626105,0.0,1.017025,8.951714,10,10,1,1,0
6,120.613012,0.0,0.384047,2.958442,10,10,1,1,0
7,202.556928,0.0,0.718225,7.08455,10,10,1,1,0
8,123.293718,0.0,0.274435,2.498477,10,10,1,1,0
9,203.097045,0.0,0.772665,8.071301,9,9,1,1,0
10,111.464913,0.0,0.249116,2.209412,9,9,1,1,0
11,220.767398,0.0,0.805346,9.382885,9,9,1,1,0
12,150.73929,0.0,0.324514,2.811941,10,9,1,1,0
13,214.554572,0.0,0.573409,6.774813,10,10,1,1,0
14,147.559138,0.0,0.375325,3.29421,10,10,1,1,0
15,261.858719,0.0,0.674796,8.086343,10,10,1,1,0
16,214.03335,0.0,0.428702,3.757636,10,10,1,1,0
17,218.020069,0.0,0.729573,6.930682,10,10,1,1,0
18,152.634128,0.0,0.557873,3.893985,10,10,1,1,0
19,222.200879,0.0,0.593146,5.717032,10,10,1,1,0
20,158.765874,0.0,0.402096,3.510191,10,10,1,1,0
21,227.464925,0.0,0.665528,7.421721,10,10,1,1,0
22,188.461979,0.0,0.413609,4.111796,10,10,1,1,0
23,165.047159,0.0,0.677809,6.584191,10,10,1,1,0
24,295.327165,0.0,0.542829,4.727659,9,9,1,1,0
25,236.65697,0.0,0.741144,7.324542,9,9,1,1,0
26,169.153424,0.0,0.403055,4.026798,9,9,1,1,0
27,265.615029,0.0,0.535596,6.659134,10,9,1,1,0
28,184.321751,0.0,0.383505,4.105091,9,9,1,1,0
29,178.83176,0.0,0.593092,6.357022,9,9,1,1,0
30,263.914139,0.0,0.48603,4.318616,9,9,1,1,0
31,242.171094,0.0,0.557872,6.568782,10,9,1,1,0
32,225.084799,0.0,0.514068,4.278885,9,9,1,1,0
33,156.171794,0.0,0.64105,6.372773,9,9,1,1,0
34,102.541545,0.0,0.418745,3.983768,9,9,1,1,0
35,203.287683,0.0,0.494585,6.000231,10,9,1,1,0
36,77.768337,0.0,0.307952,2.829144,9,9,1,1,0
37,196.785181,0.0,0.659322,7.364788,9,9,1,1,0
38,162.073013,0.0,0.450331,4.50736,9,9,1,1,0
39,270.590789,0.0,0.605514,7.790103,10,9,1,1,0
40,159.7619,0.0,0.428775,4.163708,9,9,1,1,0
