slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,273.277595,0.0,0.85396,4.665939,5,5,1,1,0
2,966.582813,0.0,0.270872,2.750333,10,10,1,1,25
3,393.372586,0.0,0.688694,6.299396,9,9,1,1,5
4,992.689086,0.0,0.306894,2.266495,10,10,1,1,22
5,302.156134,0.0,0.696633,7.990413,10,10,1,1,1
6,1003.936396,0.0,0.379297,2.450432,10,10,1,1,27
7,441.071135,0.0,0.700442,7.460335,10,10,1,1,5
8,902.014449,0.0,0.372876,2.616945,10,10,1,1,18
9,364.069932,0.0,0.665681,7.524393,10,10,1,1,5
10,987.550694,0.0,0.322824,2.909168,10,10,1,1,23
11,619.818621,0.0,0.613505,7.099113,10,10,1,1,10
12,1071.349203,0.0,0.40513,3.235918,9,9,1,1,24
13,523.184713,0.0,0.617992,6.991218,9,9,1,1,7
14,927.152731,0.0,0.276175,3.664887,9,9,1,1,21
15,568.599285,0.0,0.505785,6.266934,9,8,1,1,9
16,761.291801,0.0,0.565176,4.625379,8,8,1,1,14
17,617.762639,0.0,0.479004,6.578143,8,8,1,1,12
18,940.843622,0.0,0.447792,3.76686,9,8,1,1,17
19,614.799802,0.0,0.492912,5.869973,9,8,1,1,11
20,864.962538,0.0,0.402741,3.896694,8,8,1,1,19
21,594.89271,0.0,0.477879,6.103872,8,8,1,1,12
22,873.84733,0.0,0.305899,4.33567,9,8,1,1,18
23,509.933865,0.0,0.500001,5.965496,9,8,1,1,9
24,868.314327,0.0,0.451122,3.884681,8,8,1,1,24
25,613.403031,0.0,0.503682,6.711636,8,8,1,1,11
26,849.006544,0.0,0.417949,4.194241,9,8,1,1,18
27,681.567882,0.0,0.394326,5.73801,9,8,1,1,12
28,851.478652,0.0,0.509107,4.179361,8,8,1,1,18
29,692.5994,0.0,0.518822,6.147015,8,8,1,1,13
30,972.372856,0.0,0.41088,4.465592,9,8,1,1,19
31,564.944799,0.0,0.44579,5.13138,9,8,1,1,6
32,835.028517,0.0,0.586385,4.772415,8,8,1,1,16
33,522.143258,0.0,0.430176,5.994092,8,8,1,1,8
34,1037.136963,0.0,0.361671,3.665501,9,8,1,1,19
35,581.184112,0.0,0.402486,5.104138,9,8,1,1,14
36,783.716986,0.0,0.380554,3.488386,8,8,1,1,18
37,506.487998,0.0,0.426755,6.88958,8,8,1,1,10
38,896.089772,0.0,0.543108,4.360544,9,8,1,1,18
39,574.787065,0.0,0.432218,5.508691,10,9,1,1,11
40,718.080387,0.0,0.544131,4.835647,9,9,1,1,18
