slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,174.181539,0.0,0.158928,0.761301,4,4,1,1,0
2,126.888812,0.0,0.159682,1.887145,8,8,1,1,0
3,234.012177,0.0,0.204197,2.16758,8,8,1,1,0
4,236.950189,0.0,0.158247,2.243159,10,10,1,1,0
5,175.642676,0.0,0.208189,2.169533,9,9,1,1,0
6,189.018501,0.0,0.310201,2.802455,10,10,1,1,0
7,204.921927,0.0,0.139077,1.597419,10,10,1,1,0
8,120.712011,0.0,0.209704,2.004013,10,10,1,1,0
9,243.904575,0.0,0.158187,2.058537,10,10,1,1,0
10,198.461502,0.0,0.176404,1.812953,8,8,1,1,0
11,162.129728,0.0,0.109631,2.459454,9,9,1,1,0
12,274.221654,0.0,0.205292,2.600036,10,10,1,1,0
13,195.672077,0.0,0.106952,1.817682,10,10,1,1,0
14,152.852343,0.0,0.180052,2.315862,9,9,1,1,0
15,165.419005,0.0,0.190094,2.209096,10,10,1,1,0
16,166.783889,0.0,0.224392,2.443584,10,10,1,1,0
17,192.152401,0.0,0.219649,2.678608,10,10,1,1,0
18,202.210049,0.0,0.170291,2.040319,10,10,1,1,0
19,211.628027,0.0,0.154503,2.172871,10,10,1,1,0
20,176.735522,0.0,0.148955,2.691003,10,10,1,1,0
21,208.15953,0.0,0.172237,1.988965,9,9,1,1,0
22,302.510376,0.0,0.194679,2.38586,10,10,1,1,0
23,204.029065,0.0,0.141021,1.699169,10,10,1,1,0
24,260.380278,0.0,0.152748,1.808682,9,9,1,1,0
25,160.234266,0.0,0.110024,1.420973,9,9,1,1,0
26,215.842104,0.0,0.137687,2.212671,8,8,1,1,0
27,198.451607,0.0,0.078123,2.383138,7,7,1,1,0
28,231.665438,0.0,0.174761,2.379753,10,10,1,1,0
29,183.252742,0.0,0.120785,1.411988,10,10,1,1,0
30,229.013742,0.0,0.211699,2.110469,9,9,1,1,0
31,143.903989,0.0,0.135143,1.708733,9,9,1,1,0
32,263.089077,0.0,0.139485,2.075488,10,10,1,1,0
33,140.27562,0.0,0.171386,2.160151,9,9,1,1,0
34,172.273648,0.0,0.137087,1.685088,9,9,1,1,0
35,207.905814,0.0,0.123055,2.001681,9,9,1,1,0
36,170.769532,0.0,0.135574,2.07242,10,9,1,1,0
37,228.05347,0.0,0.160978,1.834654,10,10,1,1,0
38,148.314347,0.0,0.11121,2.157698,9,9,1,1,0
39,186.318741,0.0,0.142571,2.28481,9,9,1,1,0
40,156.635798,0.0,0.092143,1.27177,10,10,1,1,0
