slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,199.904702,0.006488,3798.189343,0.123271,0.409116,2.787113,6,6,1,1,0
2,237.310341,0.068552,2373.103407,0.685521,0.444299,3.824463,10,10,1,1,0
3,218.214784,0.038187,3927.86611,0.687369,0.4409,5.829908,10,10,1,1,0
4,342.396077,0.060751,5478.337228,0.972009,0.667884,5.688017,10,10,1,1,1
5,238.139533,0.041289,3572.093001,0.619334,0.417514,5.324115,10,10,1,1,0
6,254.112171,0.042273,3303.458224,0.549544,0.713658,4.995762,10,10,1,1,0
7,240.852903,0.044345,3612.793542,0.665178,0.47986,5.203849,10,10,1,1,0
8,233.331502,0.047191,3733.304027,0.755048,0.616067,5.656654,10,10,1,1,0
9,438.221658,0.039015,7449.768194,0.663252,0.490628,5.676936,10,10,1,1,2
10,474.215012,0.02737,8061.655199,0.465292,0.517113,5.287184,10,10,1,1,3
11,320.308253,0.043443,4804.623791,0.651648,0.468271,5.521459,10,10,1,1,0
12,223.414987,0.047178,3574.639796,0.754848,0.768145,6.24713,10,10,1,1,0
13,590.229969,0.03307,10624.139445,0.595262,0.488137,4.739416,10,10,1,1,5
14,312.482877,0.042728,5312.208905,0.726374,0.798471,6.169603,10,10,1,1,1
15,308.822414,0.039258,4323.513796,0.549613,0.434629,4.551864,10,10,1,1,1
16,249.871516,0.041321,3498.201219,0.578489,0.547795,5.513627,10,10,1,1,0
17,196.547257,0.049858,2948.208862,0.74787,0.512604,4.836395,10,10,1,1,0
18,180.044147,0.040307,2520.618056,0.564304,0.444608,5.300764,10,10,1,1,0
19,318.168652,0.042068,5090.698428,0.673088,0.430275,5.081062,10,10,1,1,1
20,215.006025,0.033137,3440.096393,0.530191,0.631171,5.978474,10,10,1,1,0
21,298.736327,0.051393,5377.253888,0.925068,0.54722,5.795385,10,10,1,1,1
22,235.925241,0.03307,3067.028133,0.42991,0.572111,5.017734,10,10,1,1,0
23,163.517535,0.047795,2779.798097,0.81252,0.56495,5.78333,10,10,1,1,0
24,590.163626,0.026002,8852.454386,0.390024,0.502236,4.248249,10,10,1,1,3
25,231.201124,0.057935,3930.419106,0.984903,0.585404,5.300744,9,9,1,1,0
26,302.468265,0.041825,5746.897028,0.794674,0.645379,6.564677,10,10,1,1,1
27,270.200747,0.065052,4593.412693,1.105887,0.520359,5.424361,10,10,1,1,0
28,179.832248,0.033782,2697.483726,0.506723,0.490079,5.836149,10,10,1,1,0
29,549.314653,0.030731,9887.663748,0.553159,0.420064,4.03901,10,10,1,1,5
30,328.025996,0.030755,5248.415941,0.492084,0.410483,5.469845,10,10,1,1,1
