slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,288.821865,0.0,0.500784,1.998414,4,4,1,1,0
2,208.82805,0.0,0.724071,6.036193,9,9,1,1,0
3,202.511872,0.0,0.462423,3.349042,9,9,1,1,0
4,250.370529,0.0,0.469065,4.256462,10,10,1,1,0
5,225.955778,0.0,0.351099,4.404112,9,9,1,1,0
6,269.184112,0.0,0.537559,5.214313,9,9,1,1,0
7,231.909899,0.0,0.407612,5.047821,8,8,1,1,0
8,206.533528,0.0,0.542296,4.771362,9,8,1,1,0
9,172.726489,0.0,0.384854,5.028002,9,9,1,1,0
10,236.775811,0.0,0.478516,4.202895,9,8,1,1,0
11,179.647662,0.0,0.417761,4.344024,9,9,1,1,0
12,200.388911,0.0,0.472003,5.392929,9,9,1,1,0
13,250.129599,0.0,0.473237,5.263318,10,9,1,1,0
14,227.018477,0.0,0.456835,4.225884,9,9,1,1,0
15,231.461851,0.0,0.425992,5.180824,9,9,1,1,0
16,171.966082,0.0,0.41543,4.558558,9,9,1,1,0
17,244.332038,0.0,0.374515,4.523203,10,9,1,1,0
18,218.988125,0.0,0.408941,4.524366,9,9,1,1,0
19,201.273091,0.0,0.370007,4.909618,9,9,1,1,0
20,215.696832,0.0,0.367316,4.691066,9,9,1,1,0
21,231.333905,0.0,0.49,5.028293,9,8,1,1,0
22,176.399833,0.0,0.463073,5.248606,8,8,1,1,0
23,197.413036,0.0,0.41249,5.412465,8,8,1,1,0
24,188.804759,0.0,0.433879,4.766395,9,8,1,1,0
25,195.10582,0.0,0.345659,4.587473,9,8,1,1,0
26,329.078925,0.0,0.657082,6.052049,8,8,1,1,0
27,175.347485,0.0,0.370403,4.682447,8,8,1,1,0
28,204.486684,0.0,0.512664,4.745712,9,8,1,1,0
29,202.599326,0.0,0.289475,4.30775,9,8,1,1,0
30,249.721302,0.0,0.49462,5.634377,8,8,1,1,0
31,229.064326,0.0,0.395307,5.530855,8,8,1,1,0
32,173.384397,0.0,0.522722,4.480738,10,9,1,1,0
33,232.618595,0.0,0.397445,5.166715,9,9,1,1,0
34,214.785215,0.0,0.539296,4.820945,9,9,1,1,0
35,157.869017,0.0,0.289434,4.428974,9,9,1,1,0
36,234.820613,0.0,0.416597,4.933893,9,8,1,1,0
37,264.450249,0.0,0.383359,4.940975,9,9,1,1,0
38,236.729936,0.0,0.595299,5.723586,8,8,1,1,0
39,196.229644,0.0,0.339261,3.584146,9,8,1,1,0
40,217.171509,0.0,0.434551,6.079389,8,8,1,1,0
