slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,231.927489,0.005868,3942.76732,0.099752,0.699051,1.617764,6,6,1,1,0
2,234.542464,0.067791,3283.594494,0.949073,0.480129,5.371892,10,10,1,1,0
3,184.421628,0.036127,3135.167676,0.61416,0.580494,4.227258,10,10,1,1,0
4,394.14287,0.043167,6306.285918,0.690667,0.58917,2.124406,10,10,1,1,0
5,136.310684,0.029258,2317.281627,0.497386,0.609354,5.573076,9,9,1,1,0
6,176.172747,0.023072,2994.936692,0.392223,0.426554,3.982574,8,8,1,1,0
7,121.818236,0.028958,1949.091768,0.463332,0.486352,4.414226,9,9,1,1,0
8,107.777638,0.037624,1401.109295,0.489113,0.30487,2.378099,10,9,1,1,0
9,186.083095,0.010544,2977.329525,0.168701,0.345068,3.652644,6,6,1,1,0
10,150.739165,0.027402,2713.304976,0.493242,0.512325,5.502357,8,8,1,1,0
11,152.112326,0.026364,2585.909543,0.448195,0.400191,4.837414,8,8,1,1,0
12,119.626833,0.033191,1674.775664,0.464671,0.363767,2.890798,9,8,1,1,0
13,167.832615,0.025876,2685.321835,0.41401,0.322396,3.651439,8,8,1,1,0
14,133.837845,0.027898,2007.56767,0.418463,0.28321,4.290091,8,8,1,1,0
15,130.883267,0.018068,2094.132271,0.289096,0.316761,3.468262,7,6,1,1,0
16,355.258857,0.024051,6394.659434,0.432916,0.484866,4.296525,8,8,1,1,0
17,156.157693,0.025118,2498.523095,0.401891,0.282795,3.629254,8,7,1,1,0
18,225.388393,0.038199,4056.991079,0.687582,0.385503,3.097325,9,8,1,1,0
19,218.195293,0.026005,3491.124683,0.416073,0.301181,3.693835,8,8,1,1,0
20,129.440419,0.01577,1941.606292,0.236544,0.312321,3.564998,7,6,1,1,0
21,145.283808,0.032843,2324.540932,0.525495,0.39481,3.717465,9,8,1,1,0
22,126.888272,0.029313,1776.435808,0.410382,0.31135,3.133715,9,8,1,1,0
23,177.979588,0.02961,2847.673409,0.473759,0.256234,3.149059,8,8,1,1,0
24,127.549883,0.020044,1913.248245,0.300655,0.239946,4.091462,7,7,1,1,0
25,432.831321,0.011527,7790.963771,0.207488,0.304674,4.128171,6,6,1,1,0
26,169.616633,0.030132,3222.716029,0.5725,0.358889,5.352114,9,9,1,1,0
27,146.347597,0.036486,2048.866364,0.510809,0.307059,3.146099,10,8,1,1,0
28,187.997492,0.02957,3383.954858,0.532252,0.385634,4.310684,9,9,1,1,0
29,152.026718,0.015286,2128.374053,0.214002,0.245022,3.314396,7,7,1,1,0
