slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,108.195212,0.0,0.325943,1.237114,4,4,1,1,0
2,297.475424,0.0,0.298449,2.890902,10,10,1,1,0
3,221.557321,0.0,0.306504,3.829908,6,6,1,1,0
4,192.902092,0.0,0.447413,4.22421,10,10,1,1,0
5,123.828891,0.0,0.419779,3.712524,7,7,1,1,0
6,265.80687,0.0,0.367458,4.425569,7,7,1,1,0
7,160.881972,0.0,0.247383,4.402952,7,7,1,1,0
8,198.218988,0.0,0.150718,2.603388,7,6,1,1,0
9,168.854919,0.0,0.320872,4.464431,8,7,1,1,0
10,187.929356,0.0,0.199615,2.98551,8,7,1,1,0
11,203.198119,0.0,0.234353,2.8327,8,7,1,1,0
12,554.131355,0.0,0.471932,3.374401,7,7,1,1,0
13,185.229993,0.0,0.318589,4.537765,8,8,1,1,0
14,228.773067,0.0,0.303185,3.840975,8,8,1,1,0
15,142.773779,0.0,0.346558,4.122397,8,8,1,1,0
16,147.78621,0.0,0.256979,3.199271,6,6,1,1,0
17,131.831025,0.0,0.223649,3.172997,6,5,1,1,0
18,170.84313,0.0,0.258963,4.780761,7,7,1,1,0
19,121.866014,0.0,0.257626,3.275144,8,7,1,1,0
20,146.944227,0.0,0.354536,4.535354,8,8,1,1,0
21,162.598244,0.0,0.213824,3.5916,6,6,1,1,0
22,197.540138,0.0,0.28654,4.869124,8,7,1,1,0
23,139.653386,0.0,0.357243,4.24712,8,7,1,1,0
24,170.811574,0.0,0.260632,3.814915,6,5,1,1,0
25,158.257383,0.0,0.24919,4.187787,7,7,1,1,0
26,155.858246,0.0,0.284793,3.169936,9,9,1,1,0
27,147.926521,0.0,0.319596,4.187222,6,6,1,1,0
28,130.802812,0.0,0.298653,5.020839,6,6,1,1,0
29,240.926513,0.0,0.155412,3.178204,6,5,1,1,0
30,211.494938,0.0,0.256562,4.301115,10,10,1,1,0
31,159.870013,0.0,0.233651,3.673987,6,6,1,1,0
32,181.605463,0.0,0.256109,3.438043,6,6,1,1,0
33,111.813309,0.0,0.257236,3.663387,7,7,1,1,0
34,141.637207,0.0,0.25599,3.52802,8,6,1,1,0
35,131.019112,0.0,0.42849,4.74384,7,7,1,1,0
36,95.06027,0.0,0.116165,2.655938,6,6,1,1,0
37,268.924831,0.0,0.269408,4.366881,7,7,1,1,0
38,195.739348,0.0,0.215544,3.861964,7,6,1,1,0
39,196.953635,0.0,0.325469,4.194648,8,7,1,1,0
40,122.285275,0.0,0.373544,5.048267,7,7,1,1,0
