slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,228.751693,0.0,0.99995,9.336832,6,6,1,1,0
2,43.136575,0.0,0.235945,2.492521,10,10,1,1,0
3,253.972807,0.0,1.003702,7.893265,7,7,1,1,0
4,68.67068,0.0,0.25322,1.961862,10,10,1,1,0
5,226.205528,0.0,0.872109,7.453972,10,10,1,1,0
6,79.835308,0.0,0.237617,2.349531,10,10,1,1,0
7,199.125445,0.0,0.745524,8.100181,10,10,1,1,0
8,124.959798,0.0,0.400551,3.468986,10,10,1,1,0
9,200.458849,0.0,0.719266,6.633135,10,10,1,1,0
10,142.913359,0.0,0.372257,3.28478,10,10,1,1,0
11,216.078648,0.0,0.674795,7.392332,10,10,1,1,0
12,135.839006,0.0,0.415681,3.181105,10,10,1,1,0
13,226.137035,0.0,0.69852,6.125473,10,10,1,1,0
14,243.332253,0.0,0.580782,3.975484,10,10,1,1,0
15,163.697521,0.0,0.490183,5.729294,9,9,1,1,0
16,153.946641,0.0,0.343145,3.629114,8,8,1,1,0
17,247.277922,0.0,0.609889,7.132083,8,8,1,1,0
18,143.929028,0.0,0.392273,3.388617,10,9,1,1,0
19,224.082198,0.0,0.568456,6.620981,9,9,1,1,0
20,125.416356,0.0,0.392949,3.491418,9,9,1,1,0
21,281.750613,0.0,0.489866,7.469099,8,8,1,1,0
22,146.023528,0.0,0.447092,3.888031,9,8,1,1,0
23,208.905,0.0,0.505349,7.129227,8,8,1,1,0
24,128.469637,0.0,0.335668,4.281021,9,8,1,1,0
25,197.655303,0.0,0.387414,6.335479,8,8,1,1,0
26,165.843176,0.0,0.404806,3.982588,9,8,1,1,0
27,207.737988,0.0,0.379085,5.12858,8,8,1,1,0
28,156.648995,0.0,0.530475,4.522997,9,8,1,1,0
29,226.462676,0.0,0.431239,4.643354,8,8,1,1,0
30,135.70975,0.0,0.284191,3.594705,9,8,1,1,0
31,227.918629,0.0,0.426753,5.686417,8,8,1,1,0
32,142.94785,0.0,0.393717,4.041393,8,7,1,1,0
33,195.338121,0.0,0.491419,6.192836,7,7,1,1,0
34,115.142541,0.0,0.360334,3.863761,8,6,1,1,0
35,161.974802,0.0,0.346531,5.417039,8,7,1,1,0
36,138.595838,0.0,0.382024,3.926532,9,8,1,1,0
37,194.892418,0.0,0.446052,5.257292,6,7,1,1,0
38,229.12042,0.0,0.44804,4.961525,8,7,1,1,0
39,264.752474,0.0,0.501389,5.706391,8,7,1,1,0
40,108.820365,0.0,0.381632,4.335708,9,8,1,1,0
