slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,242.428565,0.002855,3393.999907,0.039966,0.422149,1.332276,5,5,1,1,0
2,333.262362,0.036014,5665.460162,0.612232,0.52043,6.449941,10,10,1,1,0
3,267.282501,0.018411,4543.802523,0.312994,0.764733,5.146505,8,8,1,1,0
4,250.005791,0.019794,4250.098446,0.336499,0.620907,4.916466,7,7,1,1,0
5,346.342272,0.01291,5541.476353,0.206561,0.434919,4.359814,7,7,1,1,0
6,293.555981,0.038151,4990.451682,0.64857,0.395947,3.814777,9,8,1,1,0
7,296.928504,0.023494,5344.713074,0.422889,0.470296,4.210605,8,8,1,1,0
8,279.963807,0.027875,5039.348529,0.501753,0.504697,4.937701,9,9,1,1,0
9,311.51704,0.017667,5295.789676,0.300346,0.37371,4.286475,8,8,1,1,0
10,501.519823,0.033667,8024.317161,0.538665,0.294165,3.544157,8,8,1,1,0
11,815.915025,0.019515,13054.640404,0.312233,0.35862,4.046852,8,8,1,1,0
12,467.058292,0.039195,7005.87438,0.587922,0.383903,3.874348,10,10,1,1,0
13,343.028865,0.037284,6174.519564,0.671115,0.417641,5.893255,10,10,1,1,0
14,662.551147,0.032942,10600.818353,0.527069,0.435522,3.1978,9,9,1,1,0
15,327.491858,0.026386,5239.869732,0.422174,0.506913,4.305014,9,9,1,1,0
16,610.600106,0.014937,8548.40148,0.209115,0.282705,3.331141,9,9,1,1,0
17,560.626251,0.010472,7848.767515,0.146605,0.31936,3.577897,9,9,1,1,0
18,388.395016,0.035178,5825.925233,0.527667,0.483105,4.604381,10,10,1,1,0
19,231.383393,0.035801,3702.13429,0.572816,0.407985,5.585002,10,10,1,1,0
20,238.095455,0.035586,2857.145465,0.427031,0.279304,2.737412,10,10,1,1,0
21,372.711981,0.031954,6708.815657,0.575169,0.427072,4.349126,9,9,1,1,0
22,256.217573,0.023434,3843.263592,0.351511,0.414548,4.270755,8,8,1,1,0
23,320.326567,0.03485,5125.225073,0.557606,0.394174,4.103429,10,10,1,1,0
24,340.349327,0.010393,5785.938551,0.176675,0.390022,4.447761,7,7,1,1,0
25,258.305438,0.032187,3874.581568,0.482803,0.495554,4.858359,9,9,1,1,0
26,437.434861,0.014027,6561.522917,0.210406,0.298428,3.797402,7,7,1,1,0
27,266.401109,0.020195,3729.615529,0.282726,0.454883,4.495972,8,8,1,1,0
28,249.488998,0.03268,3991.82397,0.522883,0.409405,4.791747,9,9,1,1,0
29,289.728372,0.026125,5215.1107,0.470249,0.353565,4.888856,8,8,1,1,0
30,425.489276,0.02379,7233.317685,0.404426,0.302507,4.589709,7,7,1,1,0
31,268.952203,0.033145,3765.330838,0.464036,0.314263,3.750915,9,9,1,1,0
32,278.08299,0.019813,4727.410834,0.336814,0.464144,4.850236,7,7,1,1,0
33,708.383612,0.028082,11334.137785,0.449312,0.292014,3.101442,9,8,1,1,0
34,245.027346,0.032268,3185.355504,0.419479,0.242309,4.171041,9,9,1,1,0
35,252.595008,0.023147,4041.520133,0.370346,0.457264,4.765565,8,8,1,1,0
36,314.343358,0.023915,5972.523811,0.454387,0.438084,5.343865,8,8,1,1,0
37,637.988426,0.011064,9569.82639,0.165966,0.272033,3.68166,7,7,1,1,0
38,326.531727,0.037923,4897.975912,0.56885,0.291724,3.728788,10,9,1,1,0
39,237.161387,0.027799,4031.743586,0.472576,0.510724,5.263102,9,9,1,1,0
40,388.480442,0.028598,5438.726194,0.400378,0.259287,2.977766,9,9,1,1,0
41,253.379863,0.026652,4560.83754,0.479739,0.475781,5.646583,8,8,1,1,0
42,330.882839,0.017287,5294.125432,0.276597,0.381647,4.585016,7,7,1,1,0
43,349.781006,0.03592,5946.277109,0.610637,0.395599,3.96474,8,7,1,1,0
44,328.162749,0.029076,5250.603979,0.465223,0.345539,4.969897,9,9,1,1,0
45,514.541724,0.034141,8747.2093,0.580397,0.357614,3.896412,9,8,1,1,0
46,428.080599,0.036105,7705.450779,0.649897,0.475166,4.924076,10,10,1,1,0
47,339.954894,0.019022,4419.413627,0.247288,0.346881,3.578734,8,8,1,1,0
48,400.824956,0.030417,6814.024245,0.517084,0.443895,4.851996,9,9,1,1,0
49,373.458176,0.039239,5228.414464,0.549349,0.305434,3.439359,10,10,1,1,0
50,293.147639,0.028246,4983.509855,0.480185,0.466004,5.501945,8,8,1,1,0
51,385.972114,0.035373,5789.581709,0.530596,0.395701,2.991344,9,9,1,1,0
52,428.021773,0.036393,7276.370137,0.618679,0.417223,4.177589,10,10,1,1,0
53,820.815613,0.034827,13953.865422,0.592059,0.289719,2.198496,8,8,1,1,0
54,770.117638,0.034688,12321.882201,0.555005,0.335397,4.109835,9,9,1,1,0
