slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,273.277595,0.0,0.85396,4.665939,5,5,1,1,0
2,100.97872,0.0,0.270872,2.750333,10,10,1,1,0
3,259.976866,0.0,0.688694,6.299396,9,9,1,1,0
4,140.36761,0.0,0.306894,2.266495,10,10,1,1,0
5,248.305805,0.0,0.696633,7.990413,10,10,1,1,0
6,149.644574,0.0,0.379297,2.450432,10,10,1,1,0
7,226.003614,0.0,0.700442,7.460335,10,10,1,1,0
8,122.324547,0.0,0.372876,2.616945,10,10,1,1,0
9,214.911189,0.0,0.665681,7.524393,10,10,1,1,0
10,196.528203,0.0,0.322824,2.909168,10,10,1,1,0
11,243.522471,0.0,0.613505,7.099113,10,10,1,1,0
12,142.318749,0.0,0.40513,3.235918,9,9,1,1,0
13,259.5694,0.0,0.617992,6.991218,9,9,1,1,0
14,130.828296,0.0,0.276175,3.664887,9,9,1,1,0
15,212.767336,0.0,0.505785,6.266934,9,8,1,1,0
16,207.212327,0.0,0.565176,4.625379,8,8,1,1,0
17,215.305222,0.0,0.479004,6.578143,8,8,1,1,0
18,169.828245,0.0,0.447792,3.76686,9,8,1,1,0
19,220.746016,0.0,0.492912,5.869973,9,8,1,1,0
20,146.596114,0.0,0.402741,3.896694,8,8,1,1,0
21,213.429004,0.0,0.477879,6.103872,8,8,1,1,0
22,171.049963,0.0,0.305899,4.33567,9,8,1,1,0
23,248.399873,0.0,0.500001,5.965496,9,8,1,1,0
24,166.078513,0.0,0.451122,3.884681,8,8,1,1,0
25,231.941624,0.0,0.503682,6.711636,8,8,1,1,0
26,153.307817,0.0,0.417949,4.194241,9,8,1,1,0
27,235.544668,0.0,0.394326,5.73801,9,8,1,1,0
28,211.583009,0.0,0.509107,4.179361,8,8,1,1,0
29,206.482917,0.0,0.518822,6.147015,8,8,1,1,0
30,169.577843,0.0,0.41088,4.465592,9,8,1,1,0
31,208.392419,0.0,0.44579,5.13138,9,8,1,1,0
32,195.966873,0.0,0.586385,4.772415,8,8,1,1,0
33,181.812471,0.0,0.430176,5.994092,8,8,1,1,0
34,136.04948,0.0,0.361671,3.665501,9,8,1,1,0
35,206.586536,0.0,0.402486,5.104138,9,8,1,1,0
36,126.685309,0.0,0.380554,3.488386,8,8,1,1,0
37,234.854055,0.0,0.426755,6.88958,8,8,1,1,0
38,213.172744,0.0,0.543108,4.360544,9,8,1,1,0
39,187.821625,0.0,0.432218,5.508691,10,9,1,1,0
40,200.880245,0.0,0.544131,4.835647,9,9,1,1,0
