num_uavs,delay_mean,delay_std,energy_mean_raw,energy_std_raw,energy_mean_scaled,energy_std_scaled
10,942.4046676828553,29.737534815120572,0.20307798919013376,0.006892989035145024,0.20307798919013376,0.006892989035145024
20,3003.4113943517887,104.91562141452773,0.48887110956786317,0.02720878826445648,0.48887110956786317,0.02720878826445648
30,6225.779042312522,240.6580793908213,0.8696289148703384,0.06293876140806803,0.8696289148703384,0.06293876140806803
40,10327.08862233768,330.83997920267853,1.2600841934353513,0.12099533564899556,1.2600841934353513,0.12099533564899556
50,15312.664614327407,547.1913469398124,1.5309696053623705,0.15038867962965713,1.5309696053623705,0.15038867962965713
