slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,182.712417,0.0,1.20588,7.240283,6,6,1,1,0
2,115.194304,0.0,0.490431,3.186602,10,10,1,1,0
3,217.727151,0.0,0.918691,6.556598,9,9,1,1,0
4,149.915632,0.0,0.321015,2.254006,10,10,1,1,0
5,267.45183,0.0,0.834716,7.314446,10,10,1,1,0
6,222.087382,0.0,0.370731,2.737717,10,10,1,1,0
7,233.168245,0.0,0.935651,7.860364,10,10,1,1,0
8,149.010992,0.0,0.380959,3.425013,10,10,1,1,0
9,219.949907,0.0,0.63752,6.526431,10,10,1,1,0
10,150.827013,0.0,0.250701,2.80084,10,10,1,1,0
11,240.420613,0.0,0.568862,7.26543,10,10,1,1,0
12,195.617339,0.0,0.415811,3.224645,9,9,1,1,0
13,247.556719,0.0,0.684703,7.278857,9,9,1,1,0
14,206.28509,0.0,0.554916,3.740299,9,9,1,1,0
15,263.073653,0.0,0.548144,7.10309,10,9,1,1,0
16,146.666005,0.0,0.398044,3.418344,9,9,1,1,0
17,204.78643,0.0,0.414435,5.898417,9,9,1,1,0
18,172.471754,0.0,0.421882,4.903258,9,9,1,1,0
19,207.469576,0.0,0.466707,5.400537,10,9,1,1,0
20,206.224091,0.0,0.605827,5.311333,9,9,1,1,0
21,164.116828,0.0,0.470076,5.243787,9,9,1,1,0
22,195.907213,0.0,0.632123,5.228285,9,9,1,1,0
23,255.928049,0.0,0.45293,5.337612,10,9,1,1,0
24,169.459065,0.0,0.470238,4.017969,9,9,1,1,0
25,254.373813,0.0,0.561086,6.730654,9,9,1,1,0
26,194.873585,0.0,0.376896,4.590988,9,9,1,1,0
27,251.84039,0.0,0.492376,5.909424,10,9,1,1,0
28,189.071095,0.0,0.486762,5.391834,9,9,1,1,0
29,194.478291,0.0,0.486991,5.046138,9,9,1,1,0
30,218.726763,0.0,0.746546,6.537797,9,9,1,1,0
31,226.418093,0.0,0.400052,5.352908,10,9,1,1,0
32,191.088859,0.0,0.586729,4.514742,9,9,1,1,0
33,260.324949,0.0,0.463924,5.417854,9,9,1,1,0
34,181.929509,0.0,0.604258,5.182995,9,9,1,1,0
35,221.902354,0.0,0.334721,5.384795,8,8,1,1,0
36,171.168261,0.0,0.667283,5.322217,8,8,1,1,0
37,198.281645,0.0,0.421455,4.169101,10,9,1,1,0
38,198.226118,0.0,0.612329,6.027726,10,10,1,1,0
39,213.434393,0.0,0.308851,4.687945,9,9,1,1,0
40,186.560292,0.0,0.639984,6.242393,9,9,1,1,0
