slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,63.574941,0.002646,890.049177,0.037046,0.366376,1.332276,5,5,1,1,0
2,91.224164,0.042149,1550.810783,0.71654,0.555084,6.397577,10,10,1,1,0
3,66.305395,0.018738,1127.191721,0.318541,0.800644,5.250531,7,7,1,1,0
4,71.704264,0.02649,1218.972487,0.450322,0.61982,4.85016,8,8,1,1,0
5,100.690736,0.015423,1611.05177,0.246769,0.474451,4.421442,7,7,1,1,0
6,89.767261,0.032391,1526.043429,0.55064,0.381759,3.820408,9,8,1,1,0
7,64.08349,0.038153,1153.502828,0.686763,0.553969,5.045599,10,10,1,1,0
8,65.435382,0.023305,1177.836883,0.419492,0.55558,4.804135,7,7,1,1,0
9,79.305235,0.014231,1348.188987,0.241929,0.377216,4.62665,7,7,1,1,0
10,97.450432,0.012243,1559.206907,0.195894,0.331228,5.064509,7,7,1,1,0
11,82.076503,0.040637,1313.224054,0.650196,0.468596,4.880791,10,10,1,1,0
12,101.771473,0.032092,1526.572091,0.481382,0.33688,3.385553,9,9,1,1,0
13,179.462087,0.013615,3230.317564,0.245067,0.284405,4.112867,8,8,1,1,0
14,128.848206,0.028863,2061.571299,0.4618,0.397278,3.44163,9,9,1,1,0
15,57.376799,0.037298,918.02878,0.596765,0.570673,5.400616,10,10,1,1,0
16,154.506553,0.034878,2163.091736,0.488289,0.320188,2.639281,10,10,1,1,0
17,72.78425,0.035737,1018.979501,0.500315,0.377132,4.063683,10,10,1,1,0
18,80.801619,0.027048,1212.024292,0.405718,0.388515,4.248087,9,9,1,1,0
19,70.178416,0.016334,1122.854656,0.261345,0.316732,4.032001,8,8,1,1,0
20,64.440223,0.020407,773.282678,0.244887,0.226268,3.172114,8,8,1,1,0
21,124.653835,0.038146,2243.769024,0.686637,0.333555,4.326263,9,8,1,1,0
22,109.274545,0.033774,1639.118174,0.506605,0.35774,3.848344,9,9,1,1,0
23,72.012854,0.031344,1152.205669,0.501501,0.394262,4.924603,9,9,1,1,0
24,73.471053,0.021102,1249.007897,0.358741,0.430375,4.218899,7,7,1,1,0
25,122.356985,0.027463,1835.354779,0.411951,0.363241,3.849898,7,7,1,1,0
26,83.486918,0.025158,1252.30377,0.377363,0.361004,5.131307,8,8,1,1,0
27,66.637465,0.038097,932.924515,0.533359,0.470368,4.336565,10,10,1,1,0
28,90.833887,0.016711,1453.342194,0.267378,0.332401,4.055181,8,8,1,1,0
29,68.282177,0.019437,1229.079189,0.349875,0.344961,5.338633,7,7,1,1,0
30,88.197297,0.031561,1499.35405,0.53654,0.317064,4.822528,9,9,1,1,0
31,66.169608,0.018118,926.374513,0.253659,0.278907,3.559972,7,7,1,1,0
32,80.40773,0.024773,1366.931405,0.421145,0.376785,4.237868,8,7,1,1,0
33,177.314385,0.019899,2837.030161,0.318378,0.290789,3.594311,8,8,1,1,0
34,83.686881,0.018466,1087.929453,0.240055,0.22189,3.254341,9,9,1,1,0
35,81.106627,0.032425,1297.706036,0.518796,0.333599,4.20494,9,9,1,1,0
36,100.95398,0.020451,1918.125627,0.388571,0.41401,5.276261,8,8,1,1,0
37,64.923845,0.031139,973.857673,0.46708,0.331797,4.405916,8,8,1,1,0
38,62.847011,0.023142,942.70516,0.347129,0.374782,4.414303,8,8,1,1,0
39,68.219074,0.025239,1159.72425,0.42906,0.425246,4.806107,8,8,1,1,0
40,149.172114,0.008496,2088.409592,0.11895,0.230488,2.969694,7,7,1,1,0
41,63.583428,0.031381,1144.501709,0.564851,0.48184,6.235423,8,8,1,1,0
42,82.735381,0.027271,1323.766103,0.436342,0.388859,4.428761,8,7,1,1,0
43,56.879279,0.025908,966.947742,0.440434,0.464122,4.532385,9,8,1,1,0
44,90.408567,0.017181,1446.537073,0.274902,0.302863,3.760513,7,7,1,1,0
45,121.401683,0.02927,2063.828616,0.497596,0.331577,4.479229,9,9,1,1,0
46,113.809007,0.035299,2048.562119,0.635388,0.430109,4.131062,10,10,1,1,0
47,66.300106,0.024071,861.901377,0.312926,0.394082,4.670618,8,8,1,1,0
48,91.296425,0.029791,1552.03923,0.506452,0.448652,3.841463,9,9,1,1,0
49,58.597233,0.02137,820.361263,0.299173,0.395649,4.330669,7,7,1,1,0
50,66.360956,0.032829,1128.136259,0.558094,0.405011,5.024645,8,8,1,1,0
51,116.275142,0.039819,1744.127126,0.597285,0.323901,3.062408,8,8,1,1,0
52,65.072179,0.037081,1106.227041,0.630378,0.371989,5.044506,10,10,1,1,0
53,59.177022,0.031099,1006.009381,0.528689,0.368159,4.457952,9,9,1,1,0
54,77.635238,0.024283,1242.163803,0.388528,0.333105,3.909675,8,8,1,1,0
55,124.392414,0.009752,1990.278626,0.156037,0.327128,3.941597,6,6,1,1,0
56,69.948953,0.03345,1259.081156,0.602108,0.498504,5.683565,9,9,1,1,0
57,124.482097,0.022337,1742.749365,0.312723,0.240557,3.257874,8,8,1,1,0
58,65.369642,0.027229,1111.28391,0.462887,0.398562,5.745219,9,9,1,1,0
59,62.038636,0.032049,744.463636,0.384592,0.295398,3.099451,9,9,1,1,0
60,76.374657,0.038225,1298.369163,0.649825,0.439717,5.052038,10,10,1,1,0
61,68.341148,0.024722,1161.799518,0.420268,0.489492,4.480903,8,8,1,1,0
62,67.729456,0.019776,1151.400758,0.336191,0.44519,4.787432,7,7,1,1,0
63,131.53877,0.036087,2367.697854,0.649569,0.332319,4.131723,8,8,1,1,0
64,96.552014,0.036083,1641.384244,0.613407,0.40739,4.087841,10,9,1,1,0
65,96.509889,0.035571,1158.118673,0.426852,0.233593,2.772464,9,9,1,1,0
66,57.122688,0.033493,856.840318,0.502392,0.428587,5.357952,9,9,1,1,0
67,108.652043,0.025186,1521.128598,0.352609,0.367783,3.432101,8,8,1,1,0
68,106.285746,0.02963,1594.286191,0.444454,0.292825,3.841365,9,8,1,1,0
69,69.6753,0.023417,1323.830695,0.444917,0.49746,6.185778,8,8,1,1,0
70,102.57681,0.031783,1846.382573,0.572086,0.298,3.872483,9,8,1,1,0
71,240.127195,0.033632,4562.416697,0.63901,0.417146,4.658161,9,9,1,1,0
72,117.646995,0.038515,1999.998916,0.65475,0.380852,4.353093,10,9,1,1,0
73,308.479202,0.163402,4318.708832,2.287632,0.442891,2.784552,9,9,1,1,0
74,82.841867,0.039265,1408.311733,0.66751,0.502047,4.962194,9,9,1,1,0
75,64.713634,0.030028,905.990879,0.420394,0.385886,3.810748,9,9,1,1,0
76,76.628555,0.016003,1379.313981,0.288048,0.486516,4.401958,7,7,1,1,0
77,61.368028,0.025585,920.520424,0.383771,0.328079,3.578913,8,8,1,1,0
78,73.878136,0.019796,1329.806448,0.356335,0.44096,5.22616,7,7,1,1,0
79,74.556642,0.027762,1267.462906,0.471947,0.320635,3.370453,8,6,1,1,0
80,67.738945,0.024461,1151.562073,0.415837,0.342177,4.65876,7,7,1,1,0
81,56.238824,0.028588,787.34353,0.400229,0.311221,3.284598,9,8,1,1,0
82,111.598591,0.00835,1785.57746,0.133598,0.307395,3.834764,6,6,1,1,0
83,59.726682,0.01776,955.626913,0.284158,0.328191,5.658994,7,7,1,1,0
84,64.207043,0.036615,1027.312683,0.585835,0.339107,3.449572,10,9,1,1,0
85,67.157611,0.023758,1208.836995,0.427645,0.359122,4.527048,8,8,1,1,0
86,109.737597,0.009723,2085.01435,0.184737,0.393173,4.588411,6,6,1,1,0
87,161.7212,0.073062,2587.539208,1.168994,0.449547,5.211947,7,7,1,1,0
88,84.804506,0.035738,1272.067595,0.53607,0.244441,3.171597,10,8,1,1,0
89,80.635241,0.024642,1370.799096,0.418921,0.272773,4.160492,9,9,1,1,0
90,84.526112,0.032997,1521.470013,0.593945,0.489764,5.417445,9,9,1,1,0
91,57.905719,0.034296,868.585789,0.514446,0.361556,3.877847,9,9,1,1,0
92,103.346045,0.046256,1963.57485,0.878866,0.491598,4.409715,8,8,1,1,0
93,83.918958,0.008138,1426.622293,0.138338,0.398748,4.555261,6,6,1,1,0
94,64.557101,0.024887,968.356514,0.373309,0.3883,4.549593,8,8,1,1,0
95,87.746734,0.03737,1667.187951,0.710028,0.478753,4.463333,10,9,1,1,0
96,69.458457,0.016878,1041.876849,0.253163,0.369582,4.056191,7,7,1,1,0
97,70.933022,0.026191,922.129281,0.34048,0.296573,3.569652,9,9,1,1,0
98,79.059602,0.016464,1502.132443,0.312821,0.509277,5.665705,7,7,1,1,0
99,72.547504,0.023009,1233.307562,0.391148,0.351968,4.728827,7,7,1,1,0
100,66.040197,0.017301,1056.643155,0.276816,0.338535,5.019811,6,6,1,1,0
101,72.596896,0.02827,1088.953436,0.424056,0.270616,3.421693,9,7,1,1,0
102,92.261464,0.007305,1660.706344,0.131488,0.278053,4.572003,6,6,1,1,0
103,150.941456,0.036283,2415.063297,0.580522,0.203256,2.668925,9,8,1,1,0
104,180.841096,0.036388,2350.934247,0.47304,0.22822,3.120663,10,10,1,1,0
105,79.407272,0.036244,1349.923629,0.616142,0.364812,5.201397,10,10,1,1,0
106,237.608975,0.035685,4276.96155,0.642328,0.330004,2.514938,9,9,1,1,0
107,95.933763,0.054503,1439.00645,0.817546,0.523716,5.253414,10,10,1,1,0
108,121.650121,0.037949,1703.101698,0.531282,0.403804,3.854755,10,10,1,1,0
109,73.375783,0.036774,1394.139881,0.698699,0.657845,6.36519,9,9,1,1,0
110,123.362424,0.035724,2343.886064,0.678751,0.531178,3.989515,8,8,1,1,0
111,57.893817,0.030747,868.407258,0.461207,0.497454,4.681184,8,8,1,1,0
112,68.515125,0.033562,1027.726876,0.503424,0.371152,3.951595,9,9,1,1,0
113,75.232794,0.025221,1278.957502,0.428759,0.421821,3.527367,8,7,1,1,0
114,69.94147,0.025793,1258.946467,0.464274,0.452068,4.936009,8,8,1,1,0
115,84.608804,0.023799,1438.349671,0.404585,0.384471,4.302415,8,8,1,1,0
116,65.274228,0.026897,1174.936113,0.484147,0.463181,4.354263,9,9,1,1,0
117,122.596934,0.01029,2084.14788,0.174926,0.374044,4.056993,8,8,1,1,0
118,157.494486,0.024075,3149.889712,0.481496,0.354021,4.900458,9,9,1,1,0
119,62.881364,0.023928,880.339099,0.334999,0.32908,4.041246,9,9,1,1,0
120,64.149719,0.026254,962.245789,0.393814,0.401663,4.573352,8,8,1,1,0
121,71.388409,0.017043,1213.602956,0.289724,0.357709,5.255354,6,6,1,1,0
122,130.058258,0.0344,2080.932121,0.550393,0.332892,2.857756,9,8,1,1,0
123,120.68838,0.031704,2051.702464,0.538962,0.459379,4.50707,9,9,1,1,0
124,101.418807,0.033547,1622.700917,0.536751,0.32007,3.89351,9,8,1,1,0
125,152.357732,0.039659,2742.439175,0.713866,0.418395,4.198942,10,10,1,1,0
126,133.063022,0.040657,2262.071374,0.691175,0.673077,5.926716,10,10,1,1,0
127,101.439736,0.035679,1420.156304,0.499502,0.281075,3.13117,10,10,1,1,0
128,72.225223,0.037681,938.927898,0.489848,0.392984,3.746396,10,10,1,1,0
129,55.2203,0.038088,773.084201,0.533233,0.468115,3.412037,10,10,1,1,0
130,83.942048,0.024226,1259.130721,0.363385,0.45129,2.987603,8,8,1,1,0
