slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,288.821865,0.0,0.500784,1.998414,4,4,1,1,0
2,621.176114,0.0,0.724071,6.036193,9,9,1,1,10
3,470.887691,0.0,0.462423,3.349042,9,9,1,1,6
4,695.269438,0.0,0.469065,4.256462,10,10,1,1,9
5,438.813074,0.0,0.351099,4.404112,9,9,1,1,3
6,451.975623,0.0,0.537559,5.214313,9,9,1,1,4
7,529.886265,0.0,0.407612,5.047821,8,8,1,1,5
8,556.657013,0.0,0.542296,4.771362,9,8,1,1,8
9,662.376166,0.0,0.384854,5.028002,9,9,1,1,9
10,585.644314,0.0,0.478516,4.202895,9,8,1,1,8
11,343.047778,0.0,0.417761,4.344024,9,9,1,1,3
12,476.979476,0.0,0.472003,5.392929,9,9,1,1,8
13,404.792612,0.0,0.473237,5.263318,10,9,1,1,3
14,715.603937,0.0,0.456835,4.225884,9,9,1,1,11
15,563.824745,0.0,0.425992,5.180824,9,9,1,1,7
16,712.935856,0.0,0.41543,4.558558,9,9,1,1,11
17,542.415472,0.0,0.374515,4.523203,10,9,1,1,5
18,585.075652,0.0,0.408941,4.524366,9,9,1,1,10
19,426.327938,0.0,0.370007,4.909618,9,9,1,1,5
20,698.995966,0.0,0.367316,4.691066,9,9,1,1,10
21,379.361779,0.0,0.49,5.028293,9,8,1,1,2
22,406.504437,0.0,0.463073,5.248606,8,8,1,1,5
23,614.120032,0.0,0.41249,5.412465,8,8,1,1,9
24,458.424761,0.0,0.433879,4.766395,9,8,1,1,5
25,516.405417,0.0,0.345659,4.587473,9,8,1,1,7
26,607.150992,0.0,0.657082,6.052049,8,8,1,1,6
27,552.419404,0.0,0.370403,4.682447,8,8,1,1,8
28,597.932441,0.0,0.512664,4.745712,9,8,1,1,8
29,535.018637,0.0,0.289475,4.30775,9,8,1,1,7
30,605.02495,0.0,0.49462,5.634377,8,8,1,1,7
31,441.277783,0.0,0.395307,5.530855,8,8,1,1,4
32,556.815338,0.0,0.522722,4.480738,10,9,1,1,10
33,639.189166,0.0,0.397445,5.166715,9,9,1,1,10
34,598.18159,0.0,0.539296,4.820945,9,9,1,1,8
35,468.225934,0.0,0.289434,4.428974,9,9,1,1,6
36,630.37776,0.0,0.416597,4.933893,9,8,1,1,9
37,546.986989,0.0,0.383359,4.940975,9,9,1,1,5
38,713.435735,0.0,0.595299,5.723586,8,8,1,1,10
39,710.94598,0.0,0.339261,3.584146,9,8,1,1,10
40,563.330847,0.0,0.434551,6.079389,8,8,1,1,6
