slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,309.574548,0.0,0.627666,2.188739,6,6,1,1,0
2,181.466371,0.0,1.288822,12.241672,10,10,1,1,0
3,199.60258,0.0,1.054194,7.839855,10,10,1,1,0
4,204.984985,0.0,0.684754,5.803387,10,10,1,1,0
5,635.732975,0.0,1.001475,6.123824,6,6,1,1,0
6,204.529914,0.0,0.657329,7.209197,7,7,1,1,0
7,223.419232,0.0,0.682456,7.813803,5,5,1,1,0
8,215.872333,0.0,0.580876,4.958226,9,6,1,1,0
9,201.209793,0.0,0.576875,6.596571,7,7,1,1,0
10,212.733854,0.0,0.508886,4.950064,9,9,1,1,0
11,232.586104,0.0,0.50964,5.52164,10,10,1,1,0
12,210.475791,0.0,0.589188,6.259173,8,8,1,1,0
13,137.531992,0.0,0.443743,4.728361,9,9,1,1,0
14,232.174975,0.0,0.528851,6.252832,7,7,1,1,0
15,162.722243,0.0,0.605297,6.300468,7,7,1,1,0
16,181.1153,0.0,0.608405,7.461172,6,6,1,1,0
17,177.245829,0.0,0.541233,5.03203,9,7,1,1,0
18,290.638564,0.0,0.58189,5.133827,7,7,1,1,0
19,279.81741,0.0,0.427465,6.38996,9,9,1,1,0
20,196.202547,0.0,0.509834,7.194842,7,7,1,1,0
21,223.238281,0.0,0.578481,5.921625,7,6,1,1,0
22,452.935554,0.0,0.365536,5.335943,7,7,1,1,0
23,220.656664,0.0,0.538694,5.579032,10,10,1,1,0
24,202.80368,0.0,0.604763,7.553445,9,9,1,1,0
25,243.604416,0.0,0.467031,4.874865,7,7,1,1,0
26,356.697042,0.0,0.39222,4.866765,8,8,1,1,0
27,702.388142,0.0,0.493598,5.629537,8,8,1,1,0
28,230.249026,0.0,0.611744,6.114164,9,9,1,1,0
29,174.848992,0.0,0.695956,7.545984,9,9,1,1,0
30,207.282749,0.0,0.701619,6.09545,7,7,1,1,0
31,182.324688,0.0,0.653819,6.234773,7,7,1,1,0
32,289.8412,0.0,0.569442,4.979166,10,9,1,1,0
33,246.827715,0.0,0.559916,5.720725,9,9,1,1,0
34,163.306727,0.0,0.592082,6.361001,10,10,1,1,0
35,193.777775,0.0,0.551573,6.386305,7,7,1,1,0
36,164.091854,0.0,0.569596,6.241209,8,8,1,1,0
37,351.252356,0.0,0.639849,5.759384,7,6,1,1,0
38,499.501556,0.0,0.361443,5.189543,6,6,1,1,0
39,174.247953,0.0,0.593892,6.137959,9,9,1,1,0
40,260.158947,0.0,0.561533,5.470157,10,9,1,1,0
