slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,420.228486,0.0,1.23938,4.091991,5,5,1,1,0
2,294.281318,0.0,1.607531,20.380399,10,10,1,1,0
3,361.64492,0.0,1.333232,12.335228,10,10,1,1,0
4,328.357142,0.0,1.449438,7.741429,10,10,1,1,0
5,303.039421,0.0,1.51123,11.278809,10,10,1,1,0
6,271.02622,0.0,1.372449,7.992932,8,8,1,1,0
7,254.574676,0.0,1.244083,10.855823,6,6,1,1,0
8,341.912441,0.0,1.24553,12.55046,6,6,1,1,0
9,329.69285,0.0,1.210367,10.990087,9,8,1,1,0
10,305.625555,0.0,1.198343,9.077392,8,7,1,1,0
11,401.723901,0.0,0.982132,9.83028,5,5,1,1,0
12,303.37437,0.0,1.105621,12.47187,6,6,1,1,0
13,287.042432,0.0,1.047827,10.240757,7,7,1,1,0
14,502.580646,0.0,0.970907,7.695388,9,8,1,1,0
15,570.681466,0.0,1.181527,11.13039,8,8,1,1,0
16,316.266539,0.0,1.084039,10.037138,7,7,1,1,0
17,288.261281,0.0,1.147572,11.148138,9,9,1,1,0
18,330.258712,0.0,1.177668,10.47491,7,7,1,1,0
19,584.944241,0.0,1.07766,9.476465,10,10,1,1,0
20,361.696476,0.0,1.327766,10.704152,8,8,1,1,0
21,433.337111,0.0,0.950608,8.804169,8,8,1,1,0
22,342.845096,0.0,1.036815,10.599618,6,6,1,1,0
23,337.697754,0.0,1.360344,12.987389,7,7,1,1,0
24,395.804852,0.0,0.973846,9.12873,9,8,1,1,0
25,407.563774,0.0,0.964116,8.186325,8,8,1,1,0
26,333.378621,0.0,0.934978,8.940067,10,10,1,1,0
27,325.471504,0.0,1.195158,10.721233,7,7,1,1,0
28,477.845285,0.0,0.986079,9.764492,9,9,1,1,0
29,257.567661,0.0,1.052932,10.472171,8,8,1,1,0
30,299.616417,0.0,1.1624,10.804819,6,6,1,1,0
31,303.245917,0.0,1.233764,13.128142,6,6,1,1,0
32,357.850556,0.0,1.105628,9.274331,8,7,1,1,0
33,268.500744,0.0,1.272522,11.144385,8,8,1,1,0
34,258.882103,0.0,1.013738,9.061986,7,7,1,1,0
35,302.461151,0.0,1.036849,9.132809,6,6,1,1,0
36,461.828278,0.0,1.260513,10.25403,8,8,1,1,0
37,304.240463,0.0,1.036679,8.875173,9,8,1,1,0
38,334.295157,0.0,0.937217,8.316557,8,8,1,1,0
39,315.913082,0.0,1.077748,10.229108,6,6,1,1,0
40,299.378417,0.0,1.28189,10.498218,8,8,1,1,0
