slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,471.866591,0.0,0.687446,3.616178,6,6,1,1,0
2,443.104758,0.0,1.848895,14.21839,10,10,1,1,0
3,314.570318,0.0,1.426665,9.172672,10,10,1,1,0
4,306.497883,0.0,1.459268,12.354273,10,10,1,1,0
5,340.518321,0.0,1.593174,10.381347,10,10,1,1,0
6,344.551863,0.0,1.152646,8.048602,7,7,1,1,0
7,336.140623,0.0,1.011383,9.785872,7,7,1,1,0
8,298.18904,0.0,1.372188,12.828291,7,7,1,1,0
9,314.255213,0.0,1.178508,11.049317,8,8,1,1,0
10,299.024914,0.0,1.185258,9.897557,8,7,1,1,0
11,295.978571,0.0,1.04539,10.594796,8,8,1,1,0
12,314.038073,0.0,1.110197,11.236174,8,8,1,1,0
13,412.228099,0.0,1.176805,10.486578,8,8,1,1,0
14,428.680688,0.0,1.073646,8.118846,8,7,1,1,0
15,243.27796,0.0,0.882566,8.780344,10,10,1,1,0
16,327.879515,0.0,1.120979,11.021077,6,6,1,1,0
17,303.394465,0.0,1.163306,9.665752,9,9,1,1,0
18,474.559242,0.0,0.930461,8.770808,7,7,1,1,0
19,370.066322,0.0,1.076422,10.981515,8,8,1,1,0
20,256.817352,0.0,1.074349,9.178055,10,10,1,1,0
21,332.917949,0.0,1.146377,11.233202,8,8,1,1,0
22,259.450976,0.0,0.991748,9.793397,7,7,1,1,0
23,323.252781,0.0,1.024804,9.488619,8,8,1,1,0
24,282.811523,0.0,0.841065,10.546908,9,9,1,1,0
25,258.909462,0.0,0.948226,7.95014,9,9,1,1,0
26,410.429122,0.0,1.177555,10.001682,8,8,1,1,0
27,334.114614,0.0,0.945575,9.132861,9,8,1,1,0
28,353.454961,0.0,1.197088,10.411311,8,7,1,1,0
29,276.762548,0.0,1.133168,9.263994,8,7,1,1,0
30,244.33362,0.0,0.976565,9.589479,6,6,1,1,0
31,380.970332,0.0,1.115168,9.487058,9,7,1,1,0
32,338.262899,0.0,1.357363,10.700693,9,9,1,1,0
33,446.234928,0.0,1.348268,11.372873,7,7,1,1,0
34,428.333495,0.0,1.393123,10.084617,8,7,1,1,0
35,247.214885,0.0,0.995334,10.144691,7,7,1,1,0
36,418.132571,0.0,1.026371,10.170462,7,7,1,1,0
37,448.022931,0.0,1.186624,10.233447,7,8,1,1,0
38,331.634824,0.0,1.258093,12.432916,10,10,1,1,0
39,535.968868,0.0,1.081007,8.99982,8,7,1,1,0
40,320.409739,0.0,1.072672,10.396576,8,8,1,1,0
