slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,116.474006,0.005889,1980.058094,0.100117,0.648295,1.617764,6,6,1,1,0
2,118.138926,0.06912,1653.944967,0.967682,0.482363,5.599602,10,10,1,1,0
3,71.745036,0.022061,1219.665604,0.37503,0.571373,4.116419,7,7,1,1,0
4,78.002481,0.030486,1248.039702,0.487781,0.701605,4.209801,9,9,1,1,0
5,120.952095,0.022559,2056.185617,0.3835,0.484128,4.377137,8,8,1,1,0
6,90.164497,0.025986,1532.796452,0.441763,0.351524,3.788128,8,7,1,1,0
7,55.977308,0.03506,895.636923,0.560961,0.449118,4.351303,9,9,1,1,0
8,48.942411,0.033217,636.251347,0.431823,0.268777,3.720451,9,9,1,1,0
9,79.694153,0.017344,1275.106446,0.277497,0.335087,3.395534,7,6,1,1,0
10,101.720364,0.027057,1830.966548,0.487018,0.419808,4.477411,8,8,1,1,0
11,74.919285,0.02501,1273.627841,0.425166,0.399971,5.156823,8,8,1,1,0
12,80.803913,0.029278,1131.254778,0.40989,0.320895,2.738477,9,8,1,1,0
13,61.540806,0.035587,984.652901,0.569394,0.399324,4.411033,9,9,1,1,0
14,66.930222,0.034197,1003.953329,0.512957,0.262193,3.880822,8,8,1,1,0
15,58.045282,0.02143,928.724505,0.342887,0.332396,4.22026,7,7,1,1,0
16,84.882361,0.018412,1527.882494,0.331408,0.387712,3.943316,7,6,1,1,0
17,120.859628,0.02962,1933.754041,0.473925,0.267397,2.997945,9,8,1,1,0
18,96.436138,0.018042,1735.850484,0.324758,0.411695,4.684249,8,8,1,1,0
19,67.3688,0.033226,1077.900802,0.531608,0.360713,4.290697,8,8,1,1,0
20,65.941458,0.035707,989.121867,0.5356,0.317594,3.296999,9,8,1,1,0
21,63.229799,0.015254,1011.676789,0.244056,0.355577,3.576553,7,6,1,1,0
22,68.984073,0.018533,965.777017,0.259456,0.323699,3.098361,7,6,1,1,0
23,94.867952,0.036884,1517.887226,0.590138,0.30987,3.829935,10,10,1,1,0
24,75.921177,0.016306,1138.817658,0.244584,0.212846,3.419801,7,7,1,1,0
25,103.942723,0.028326,1870.969009,0.50987,0.298542,4.222759,8,8,1,1,0
26,67.011603,0.038827,1273.220452,0.737718,0.368912,5.701253,10,10,1,1,0
27,77.01743,0.023486,1078.244024,0.328809,0.313186,3.378179,8,7,1,1,0
28,113.270649,0.029215,2038.871685,0.525877,0.285036,4.009527,8,8,1,1,0
29,75.082124,0.023988,1051.14973,0.335833,0.257964,3.91945,8,8,1,1,0
30,60.678518,0.024575,910.177767,0.36862,0.332694,4.274642,8,8,1,1,0
31,78.392243,0.03531,1254.275885,0.564961,0.364798,3.729714,9,8,1,1,0
32,61.927466,0.012316,743.129591,0.14779,0.222471,3.166036,7,7,1,1,0
33,84.192228,0.020318,1515.460111,0.365726,0.432054,4.859843,7,7,1,1,0
34,106.610154,0.033884,1599.152303,0.508254,0.384199,3.610466,10,10,1,1,0
35,73.380397,0.031869,1100.705962,0.478041,0.38542,3.39231,9,9,1,1,0
36,64.586013,0.033567,710.44614,0.369233,0.125693,2.751723,9,9,1,1,0
37,73.597482,0.010316,1251.157189,0.175372,0.364122,4.574903,6,6,1,1,0
38,133.899959,0.064899,2008.499391,0.973492,0.412099,3.724501,8,8,1,1,0
39,92.02789,0.028948,1472.446244,0.46316,0.418633,3.932293,8,8,1,1,0
40,69.462449,0.029804,1111.39918,0.476857,0.382853,3.664292,8,8,1,1,0
41,86.076935,0.023793,1377.230958,0.380687,0.264295,3.783521,8,8,1,1,0
42,69.971375,0.039529,1049.570623,0.592935,0.353447,3.295995,10,10,1,1,0
43,73.932928,0.01167,1330.792698,0.210062,0.305134,4.065409,6,6,1,1,0
44,65.627887,0.023418,1050.046187,0.374685,0.386803,4.976034,7,7,1,1,0
45,108.020743,0.030341,1836.352625,0.515802,0.30278,4.342471,8,8,1,1,0
46,111.008634,0.040119,1887.146772,0.68202,0.314735,4.501627,10,9,1,1,0
47,251.280342,0.034363,4020.485477,0.549809,0.509409,3.783044,10,10,1,1,0
48,75.423829,0.025957,1508.476585,0.519145,0.45282,6.010258,8,8,1,1,0
49,63.835825,0.025656,1149.044857,0.461808,0.365032,4.063982,8,8,1,1,0
50,271.593241,0.134334,4073.898617,2.015008,0.368317,3.233882,6,6,1,1,0
51,60.794634,0.036926,1094.303413,0.664672,0.45235,5.282636,9,9,1,1,0
52,102.576852,0.017626,1538.652787,0.264391,0.300861,3.162646,7,7,1,1,0
53,61.207415,0.020022,918.111221,0.30033,0.303715,4.558028,7,7,1,1,0
54,69.016167,0.029105,1104.258665,0.465676,0.366667,3.96539,8,8,1,1,0
55,79.806039,0.03256,1436.508701,0.586086,0.31095,3.966496,8,7,1,1,0
56,59.209688,0.017434,828.935633,0.244075,0.254963,4.060725,7,7,1,1,0
57,77.274686,0.01596,1313.669658,0.271319,0.315508,4.791641,7,7,1,1,0
58,179.153437,0.041721,2866.454986,0.667541,0.230401,2.527544,10,9,1,1,0
59,139.790931,0.021819,2096.863963,0.327284,0.240249,3.490801,9,9,1,1,0
60,62.786094,0.037869,879.005318,0.530169,0.29896,4.593594,10,10,1,1,0
61,83.16959,0.039444,1330.713446,0.631101,0.479047,4.864974,10,10,1,1,0
62,90.630965,0.014137,1359.464482,0.21205,0.279487,3.466184,8,8,1,1,0
63,92.258639,0.025384,1568.39686,0.431534,0.432216,3.887977,8,8,1,1,0
64,144.87015,0.068107,2607.662697,1.225932,0.401416,4.605733,8,8,1,1,0
65,80.618043,0.014904,1370.506724,0.25337,0.370186,5.189714,7,7,1,1,0
66,53.039821,0.031334,848.637142,0.501344,0.362992,3.92765,9,8,1,1,0
67,80.946491,0.032742,1457.036835,0.589356,0.39791,4.273025,8,7,1,1,0
68,70.54661,0.028665,1128.745756,0.458641,0.347495,3.790407,9,8,1,1,0
69,75.622428,0.025313,1285.581284,0.430324,0.369984,3.971295,8,8,1,1,0
70,151.198541,0.078194,2116.77958,1.094715,0.323938,3.17819,9,9,1,1,0
71,59.902415,0.030458,838.633804,0.426408,0.320789,4.088276,9,9,1,1,0
72,159.400326,0.011106,2550.405223,0.177689,0.267177,3.925379,7,7,1,1,0
73,81.822598,0.038555,1309.161566,0.616875,0.277931,3.798141,10,9,1,1,0
74,68.772121,0.028336,1237.898175,0.510052,0.42609,5.000423,8,8,1,1,0
75,72.511812,0.027601,1232.70081,0.46921,0.409253,4.137904,8,8,1,1,0
76,69.893724,0.019453,1118.29959,0.311245,0.258444,3.916469,8,8,1,1,0
77,65.351142,0.020642,980.267127,0.30963,0.313208,4.525755,7,7,1,1,0
78,175.665763,0.043289,2634.986447,0.649335,0.160246,2.057613,8,7,1,1,0
79,164.422098,0.037681,2959.597761,0.678253,0.291951,4.578793,10,10,1,1,0
80,70.292814,0.026108,1054.392204,0.391623,0.26043,4.803245,9,9,1,1,0
81,55.969116,0.040196,727.59851,0.522543,0.301131,2.907039,10,10,1,1,0
82,82.682882,0.028248,1240.243224,0.423726,0.418355,3.535253,9,9,1,1,0
83,61.880862,0.022688,990.09379,0.363009,0.523897,4.44477,7,7,1,1,0
84,109.398869,0.034421,1750.381898,0.55073,0.306004,3.696781,9,9,1,1,0
85,103.815832,0.021818,1661.053317,0.349084,0.32346,4.169689,8,8,1,1,0
86,97.952718,0.041796,1469.290774,0.626939,0.303912,3.971446,10,10,1,1,0
87,75.966872,0.04033,1215.469955,0.645278,0.401228,5.124074,10,10,1,1,0
88,65.566768,0.028324,1049.068281,0.453187,0.360689,4.089499,8,8,1,1,0
89,77.321083,0.024704,1237.137328,0.395262,0.365694,4.3957,8,8,1,1,0
90,125.779894,0.016991,1760.91851,0.237871,0.302774,3.120733,7,7,1,1,0
91,103.444643,0.027819,1758.558933,0.472924,0.333455,4.053554,8,8,1,1,0
92,70.404257,0.037656,1337.680886,0.71546,0.569169,6.385131,10,10,1,1,0
93,107.133668,0.029884,1285.604012,0.358602,0.31309,2.537941,9,9,1,1,0
94,69.546899,0.026875,973.65658,0.376252,0.344618,4.377762,8,8,1,1,0
95,64.565002,0.022963,1033.040035,0.36741,0.568242,4.885441,7,7,1,1,0
96,74.115691,0.027651,1111.735358,0.414765,0.360128,3.736204,9,9,1,1,0
97,105.407417,0.023076,2002.740921,0.43844,0.455936,4.922387,8,8,1,1,0
98,115.669307,0.038584,1850.708912,0.617345,0.316168,3.084926,10,9,1,1,0
99,73.677592,0.029333,1399.874257,0.557323,0.529114,6.807492,8,8,1,1,0
100,163.085346,0.031398,2772.450878,0.533769,0.455142,4.456147,8,8,1,1,0
101,57.210072,0.030549,629.310789,0.336035,0.28106,3.690862,9,9,1,1,0
102,85.323675,0.015113,1450.502482,0.256927,0.416564,3.782028,8,7,1,1,0
103,99.749778,0.036437,1595.996454,0.582993,0.499459,4.043235,10,10,1,1,0
104,89.821637,0.024665,1347.324561,0.369971,0.390258,3.761424,8,8,1,1,0
105,53.108006,0.017164,743.512085,0.240298,0.292608,4.189774,7,7,1,1,0
106,85.638975,0.030003,1198.945647,0.420046,0.205833,3.258487,8,8,1,1,0
107,118.713546,0.041607,2136.843825,0.748932,0.308122,3.913956,10,10,1,1,0
108,81.777421,0.019745,1390.216165,0.335667,0.373751,4.592695,7,7,1,1,0
109,81.872825,0.018618,1391.838018,0.316508,0.409684,5.426439,8,8,1,1,0
110,63.55655,0.034627,1016.904797,0.554033,0.32641,4.615728,9,9,1,1,0
111,66.525513,0.012298,864.83167,0.159873,0.263311,3.071093,7,7,1,1,0
112,57.40657,0.02581,803.691984,0.361333,0.382438,3.742439,8,8,1,1,0
113,72.040637,0.015523,1008.56892,0.217328,0.320443,4.33886,7,7,1,1,0
114,119.624318,0.028115,2033.613398,0.477948,0.259572,2.999207,8,7,1,1,0
115,84.384993,0.038166,1350.159889,0.610663,0.36629,4.470489,9,9,1,1,0
116,79.671822,0.028439,1434.092805,0.511894,0.449582,4.742723,7,7,1,1,0
117,62.962446,0.016578,944.436684,0.248671,0.314083,4.574799,7,7,1,1,0
118,89.88083,0.025869,1438.093274,0.413901,0.232104,4.309738,8,8,1,1,0
119,154.842003,0.073045,2632.31405,1.241769,0.608824,4.42781,7,7,1,1,0
120,79.943949,0.029625,1598.878982,0.592506,0.482268,5.765348,9,9,1,1,0
121,99.295999,0.029715,1390.143981,0.416004,0.265846,3.719548,9,9,1,1,0
122,80.373618,0.037202,1527.098733,0.706836,0.474081,6.14288,10,10,1,1,0
123,96.46169,0.036908,1543.387038,0.590528,0.492945,4.064297,9,9,1,1,0
124,122.54343,0.052472,1715.60802,0.734603,0.39141,3.604467,7,7,1,1,0
125,154.879638,0.038541,2632.953848,0.655193,0.382851,3.367954,10,10,1,1,0
126,91.464877,0.031789,1554.902917,0.540421,0.424478,4.539281,9,9,1,1,0
127,138.69183,0.020683,2635.144773,0.392979,0.367231,5.118841,8,8,1,1,0
128,89.370269,0.033656,1251.183769,0.471187,0.331347,3.709574,8,8,1,1,0
129,106.995359,0.032478,2032.911813,0.617091,0.3644,5.123306,9,8,1,1,0
130,85.531647,0.029086,1282.974701,0.436293,0.410403,4.296711,9,9,1,1,0
131,87.519865,0.033118,1312.797981,0.496766,0.464136,3.066533,9,9,1,1,0
132,70.772595,0.029349,1203.134112,0.498934,0.457351,4.298066,9,9,1,1,0
133,71.66985,0.021089,1075.047747,0.316329,0.396684,4.679141,7,7,1,1,0
134,59.561624,0.01852,893.424366,0.277797,0.38965,4.903735,7,7,1,1,0
135,172.695519,0.033361,3108.519342,0.600493,0.257057,4.004059,8,7,1,1,0
136,139.391358,0.044534,2369.653079,0.757073,0.315307,4.013753,10,9,1,1,0
137,103.766616,0.037897,1764.032464,0.644251,0.500972,5.242262,9,9,1,1,0
138,115.151631,0.037798,1727.274465,0.566972,0.329632,4.117296,10,10,1,1,0
139,121.126654,0.040876,2059.153115,0.694897,0.611905,5.139299,10,10,1,1,0
140,113.819391,0.041466,1934.929644,0.704929,0.471392,3.841272,10,10,1,1,0
141,71.916924,0.028521,1006.836932,0.399289,0.528914,3.804247,9,9,1,1,0
142,82.083518,0.035323,1395.419812,0.600486,0.493485,5.64312,9,9,1,1,0
143,73.824591,0.036061,1402.66722,0.685163,0.554257,4.866443,9,9,1,1,0
144,187.703836,0.025976,3566.372883,0.493547,0.328384,2.961133,9,8,1,1,0
145,143.674658,0.03078,2442.469183,0.523265,0.478405,4.214334,9,9,1,1,0
146,64.816884,0.026218,907.436378,0.367051,0.342561,4.606838,9,9,1,1,0
147,78.693834,0.015173,1101.713682,0.212419,0.321681,4.116872,8,8,1,1,0
