slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,50.575649,0.0,0.14874,0.666138,3,3,1,1,0
2,59.680695,0.0,0.125043,1.424321,8,8,1,1,0
3,64.16239,0.0,0.143917,1.456274,7,7,1,1,0
4,64.267385,0.0,0.071032,1.501746,4,4,1,1,0
5,1051.361904,0.0,0.063814,0.666138,5,4,1,1,0
6,86.145912,0.0,0.135374,2.11505,8,6,1,1,0
7,108.791577,0.0,0.089514,1.555304,9,7,1,1,0
8,85.499036,0.0,0.085044,1.877277,7,7,1,1,0
9,82.595841,0.0,0.08285,1.977177,6,5,1,1,0
10,87.905998,0.0,0.057689,1.402928,6,5,1,1,0
11,106.907984,0.0,0.129389,1.754241,9,8,1,1,0
12,106.027331,0.0,0.067036,1.722695,7,5,1,1,0
13,98.418011,0.0,0.069593,2.006486,5,5,1,1,0
14,130.974537,0.0,0.060351,1.751503,7,8,1,1,0
15,75.040528,0.0,0.065631,1.267721,8,6,1,1,0
16,99.041213,0.0,0.040125,1.214068,6,6,1,1,0
17,68.430464,0.0,0.045902,1.638398,7,7,1,1,0
18,107.179941,0.0,0.082952,1.980862,6,6,1,1,0
19,87.514519,0.0,0.070529,2.251412,4,4,1,1,0
20,68.705156,0.0,0.045183,1.416671,7,6,1,1,0
21,130.364663,0.0,0.064157,1.526853,7,6,1,1,0
22,88.933489,0.0,0.080743,2.465737,7,7,1,1,0
23,61.262671,0.0,0.0668,1.535409,6,5,1,1,0
24,232.100946,0.0,0.0661,1.054175,6,5,1,1,0
25,160.851078,0.0,0.071915,1.855,7,7,1,1,0
26,104.336951,0.0,0.087489,1.917238,10,8,1,1,0
27,196.600974,0.0,0.091076,2.011267,7,7,1,1,0
28,97.626169,0.0,0.132518,1.657481,7,7,1,1,0
29,82.035388,0.0,0.073653,2.587104,8,8,1,1,0
30,108.032932,0.0,0.110757,1.599443,8,6,1,1,0
31,86.583692,0.0,0.094138,1.318262,5,5,1,1,0
32,103.119013,0.0,0.089599,2.1514,6,6,1,1,0
33,131.92419,0.0,0.074519,1.133216,7,7,1,1,0
34,62.29504,0.0,0.097355,1.478272,9,9,1,1,0
35,60.63147,0.0,0.047888,1.503474,6,6,1,1,0
36,98.459706,0.0,0.083653,2.377585,6,6,1,1,0
37,88.360549,0.0,0.091325,2.753185,6,6,1,1,0
38,85.827489,0.0,0.080856,1.445462,8,7,1,1,0
39,70.420227,0.0,0.084348,1.652643,9,8,1,1,0
40,151.194148,0.0,0.076987,1.961782,5,5,1,1,0
