slot,ap_id,tier,fidelity,trust,mismatch,uncertainty,twin_age,sync_triggered,coordination_triggered,queue_size,local_load
1,BS_0,BS,0.421231,0.840524,0.764575,0.263058,1,1,1,1,0.0
1,BS_1,BS,0.904837,0.833138,0.0,0.0,1,0,0,0,0.0
1,BS_2,BS,0.399709,0.713606,0.817019,0.300384,1,1,1,1,0.0
1,BS_3,BS,0.332871,0.703143,1.0,1.134755,1,1,1,4,0.0
1,BS_4,BS,0.904837,0.78476,0.0,0.0,1,0,0,0,0.0
1,HAP_0,HAP,0.904837,0.949542,0.0,0.0,1,0,0,0,0.0
1,HAP_1,HAP,0.376219,0.896653,0.877583,0.346568,1,1,1,2,0.0
1,HAP_2,HAP,0.904837,0.817922,0.0,0.0,1,0,0,0,0.0
1,LEO_0,LEO,0.904837,0.821696,0.0,0.0,1,0,0,0,0.0
1,LEO_1,LEO,0.904837,0.87632,0.0,0.0,1,0,0,0,0.0
2,BS_0,BS,0.5296,0.834437,0.535634,0.339553,1,1,1,1,0.0
2,BS_1,BS,0.41645,0.814029,0.77599,0.270972,1,1,1,1,0.0
2,BS_2,BS,0.585927,0.739301,0.43456,0.325286,1,1,1,1,0.0
2,BS_3,BS,0.661426,0.728713,0.313357,0.951991,1,1,1,3,0.0
2,BS_4,BS,0.481377,0.786415,0.631105,0.179232,1,1,1,1,0.0
2,HAP_0,HAP,0.678496,0.938043,0.287877,0.037293,1,1,1,0,0.53977
2,HAP_1,HAP,0.630292,0.891839,0.361572,0.336085,1,1,1,1,0.0
2,HAP_2,HAP,0.794603,0.844594,0.129913,0.007595,1,1,1,0,0.243587
2,LEO_0,LEO,0.779119,0.846138,0.149592,0.01007,1,1,1,0,0.280484
2,LEO_1,LEO,0.729369,0.884888,0.215576,0.020913,1,1,1,0,0.404205
3,BS_0,BS,0.659426,0.843459,0.316385,0.316687,1,1,1,1,0.0
3,BS_1,BS,0.607962,0.826181,0.397643,0.287932,1,1,1,0,0.0
3,BS_2,BS,0.641024,0.764329,0.344688,0.313693,1,1,1,1,0.0
3,BS_3,BS,0.659428,0.748987,0.316383,0.806637,1,1,1,4,0.0
3,BS_4,BS,0.563339,0.796395,0.473873,0.244436,1,1,1,1,0.0
3,HAP_0,HAP,0.743777,0.939779,0.096014,0.033983,2,0,0,0,0.503888
3,HAP_1,HAP,0.572617,0.878753,0.457538,0.363071,1,1,1,2,0.370093
3,HAP_2,HAP,0.744228,0.866961,0.095408,0.010172,2,0,0,0,0.325042
3,LEO_0,LEO,0.80525,0.86637,0.116603,0.014174,1,1,1,0,0.386921
3,LEO_1,LEO,0.743097,0.898054,0.096929,0.020958,2,0,0,0,0.424265
4,BS_0,BS,0.616776,0.844456,0.383249,0.319446,1,1,1,1,0.0
4,BS_1,BS,0.589242,0.833096,0.428918,0.313132,1,1,1,1,0.0
4,BS_2,BS,0.66118,0.788361,0.31373,0.295247,1,1,1,1,0.0
4,BS_3,BS,0.652162,0.764542,0.327463,0.693564,1,1,1,3,0.0
4,BS_4,BS,0.587337,0.80532,0.432156,0.27959,1,1,1,1,0.0
4,HAP_0,HAP,0.787653,0.937966,0.138697,0.035843,1,1,1,0,0.569505
4,HAP_1,HAP,0.589294,0.872195,0.428831,0.37321,1,1,1,1,0.33308
4,HAP_2,HAP,0.710231,0.873847,0.242165,0.034527,1,1,1,0,0.574176
4,LEO_0,LEO,0.778196,0.886093,0.050777,0.0125,2,0,0,0,0.405894
4,LEO_1,LEO,0.725137,0.914893,0.021395,0.016972,3,0,0,0,0.182228
5,BS_0,BS,0.727535,0.856121,0.218093,0.276961,1,1,1,1,0.0
5,BS_1,BS,0.461575,0.819399,0.673111,0.454391,1,1,1,1,0.0
5,BS_2,BS,0.633091,0.804342,0.357141,0.293595,1,1,1,1,0.0
5,BS_3,BS,0.614927,0.775534,0.386252,0.621987,1,1,1,3,0.0
5,BS_4,BS,0.667404,0.820357,0.30436,0.265358,1,1,1,1,0.0
5,HAP_0,HAP,0.765112,0.937706,0.167733,0.041335,1,1,1,0,0.186988
5,HAP_1,HAP,0.510363,0.855325,0.572633,0.446127,1,1,1,2,0.312861
5,HAP_2,HAP,0.78353,0.892635,0.043945,0.028491,2,0,0,0,0.345933
5,LEO_0,LEO,0.770765,0.893652,0.160372,0.021573,1,1,1,0,0.60109
5,LEO_1,LEO,0.634343,0.926845,0.055166,0.014947,4,0,0,0,0.163277
6,BS_0,BS,0.712028,0.863614,0.239637,0.24741,1,1,1,1,0.0
6,BS_1,BS,0.680548,0.833174,0.284857,0.400027,1,1,1,1,0.0
6,BS_2,BS,0.607276,0.816845,0.398772,0.306434,1,1,1,1,0.0
6,BS_3,BS,0.688157,0.789418,0.273738,0.531309,1,1,1,4,0.0
6,BS_4,BS,0.661612,0.833048,0.313076,0.256394,1,1,1,1,0.0
6,HAP_0,HAP,0.789319,0.944315,0.036585,0.03367,2,0,0,0,0.391787
6,HAP_1,HAP,0.592754,0.849497,0.422975,0.43741,1,1,1,2,0.253894
6,HAP_2,HAP,0.717043,0.907197,0.03262,0.023272,3,0,0,0,0.524135
6,LEO_0,LEO,0.790056,0.903699,0.135651,0.025539,1,1,1,0,0.245506
6,LEO_1,LEO,0.767495,0.926543,0.164623,0.024153,1,1,1,0,0.588047
7,BS_0,BS,0.639442,0.866157,0.34716,0.252162,1,1,1,1,0.0
7,BS_1,BS,0.567188,0.837465,0.467065,0.418189,1,1,1,0,0.0
7,BS_2,BS,0.571508,0.822991,0.459477,0.340151,1,1,1,1,0.0
7,BS_3,BS,0.545464,0.791111,0.506118,0.540317,1,1,1,2,0.0
7,BS_4,BS,0.620817,0.837797,0.376719,0.268978,1,1,1,1,0.0
7,HAP_0,HAP,0.681785,0.946118,0.083041,0.030039,3,0,0,0,0.452592
7,HAP_1,HAP,0.68055,0.854968,0.284854,0.386442,1,1,1,2,0.267558
7,HAP_2,HAP,0.657232,0.920405,0.019719,0.018792,4,0,0,0,0.397288
7,LEO_0,LEO,0.738071,0.904189,0.203716,0.039106,1,1,1,0,0.741239
7,LEO_1,LEO,0.816186,0.936532,0.003113,0.019327,2,0,0,0,0.438056
8,BS_0,BS,0.615527,0.864334,0.385276,0.268527,1,1,1,1,0.0
8,BS_1,BS,0.747808,0.858325,0.190609,0.3509,1,1,1,0,0.0
8,BS_2,BS,0.54507,0.823001,0.506841,0.38772,1,1,1,1,0.0
8,BS_3,BS,0.670273,0.800874,0.300069,0.472773,1,1,1,3,0.0
8,BS_4,BS,0.67922,0.84679,0.28681,0.252199,1,1,1,1,0.0
8,HAP_0,HAP,0.77954,0.947081,0.149051,0.034029,1,1,1,0,0.0
8,HAP_1,HAP,0.641139,0.857179,0.344509,0.362562,1,1,1,2,0.0
8,HAP_2,HAP,0.710296,0.920966,0.242073,0.041404,1,1,1,0,0.0
8,LEO_0,LEO,0.764703,0.914344,0.068268,0.033382,2,0,0,0,0.450277
8,LEO_1,LEO,0.701653,0.940589,0.054316,0.016789,3,0,0,0,0.559249
9,BS_0,BS,0.65444,0.867545,0.323976,0.262054,1,1,1,1,0.0
9,BS_1,BS,0.85419,0.883162,0.057601,0.282213,1,1,1,0,0.0
9,BS_2,BS,0.582651,0.824766,0.440166,0.397362,1,1,1,1,0.0
9,BS_3,BS,0.70833,0.813499,0.244844,0.405195,1,1,1,4,0.0
9,BS_4,BS,0.674248,0.85514,0.294157,0.240697,1,1,1,1,0.0
9,HAP_0,HAP,0.747136,0.949484,0.091508,0.030991,2,0,0,0,0.314506
9,HAP_1,HAP,0.65956,0.859127,0.316182,0.335037,1,1,1,2,0.229551
9,HAP_2,HAP,0.768296,0.930444,0.06358,0.034942,2,0,0,0,0.293373
9,LEO_0,LEO,0.719006,0.923298,0.029886,0.027108,3,0,0,0,0.675194
9,LEO_1,LEO,0.617936,0.944247,0.08137,0.016411,4,0,0,0,0.283301
10,BS_0,BS,0.605683,0.869055,0.401398,0.282147,1,1,1,0,0.0
10,BS_1,BS,0.332871,0.834521,1.0,0.68876,1,1,1,1,0.922549
10,BS_2,BS,0.502899,0.823126,0.587366,0.473139,1,1,1,0,0.0
10,BS_3,BS,0.706252,0.82143,0.247783,0.351784,1,1,1,3,0.0
10,BS_4,BS,0.6146,0.857973,0.386784,0.259879,1,1,1,1,0.0
10,HAP_0,HAP,0.716249,0.94074,0.233727,0.049376,1,1,1,0,0.535673
