slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,193.222391,0.007432,2511.891087,0.09661,0.376128,1.237114,4,4,1,1,0
2,281.272558,0.012893,3656.543253,0.167609,0.266966,2.422181,8,8,1,1,0
3,193.437307,0.056559,3481.871534,1.018061,0.684634,6.55751,10,10,1,1,0
4,385.852046,0.027075,6173.632735,0.433203,0.362718,4.213345,10,10,1,1,2
5,272.203278,0.044038,4083.049164,0.660565,0.639908,5.029927,10,10,1,1,1
6,502.557974,0.03209,9046.043528,0.577627,0.390983,5.262699,10,10,1,1,3
7,255.363334,0.051141,3830.450008,0.767118,0.429197,5.398771,10,10,1,1,0
8,223.013953,0.034849,2899.181395,0.453039,0.319757,4.463844,10,10,1,1,0
9,269.443504,0.053096,4311.096069,0.849539,0.590677,5.525909,10,10,1,1,0
10,242.821956,0.039135,3399.507378,0.547892,0.423147,4.954322,10,10,1,1,0
11,259.732716,0.049238,4155.72345,0.787812,0.538503,5.978032,10,10,1,1,0
12,197.302872,0.03818,3156.845948,0.610879,0.643713,5.819595,10,10,1,1,0
13,516.970013,0.037844,9305.460235,0.681186,0.517176,5.018188,10,10,1,1,4
14,299.479693,0.046208,5091.154777,0.785537,0.565537,5.64288,10,10,1,1,1
15,264.504523,0.05598,3967.567839,0.839697,0.555074,5.414364,10,10,1,1,0
16,202.170103,0.042464,2628.211345,0.552033,0.535993,4.596463,10,10,1,1,0
17,177.202404,0.04506,2303.631251,0.585778,0.483746,4.6347,9,9,1,1,0
18,212.825639,0.044423,3830.861494,0.799608,0.602651,6.163642,9,9,1,1,0
19,202.57991,0.049787,3038.698648,0.746801,0.501229,5.24051,10,10,1,1,0
20,236.592696,0.04849,4022.075825,0.824332,0.538484,5.289704,10,10,1,1,0
21,299.322423,0.048094,4489.836349,0.721407,0.449065,4.912145,10,10,1,1,1
22,467.976702,0.032988,8891.557343,0.62677,0.463944,5.394133,10,10,1,1,3
23,478.273255,0.045693,8130.645335,0.776789,0.48898,4.951665,10,10,1,1,3
24,392.54226,0.038394,7065.760673,0.691097,0.520428,5.65985,10,10,1,1,2
25,482.722549,0.03979,7723.560786,0.636638,0.515119,4.645612,10,10,1,1,3
26,255.705211,0.042729,3835.578165,0.640928,0.520435,5.448351,10,10,1,1,0
27,323.642932,0.062038,5501.929842,1.054644,0.599349,5.739326,10,10,1,1,1
28,416.620408,0.031862,7082.54693,0.541652,0.451596,5.285082,10,10,1,1,2
29,186.353231,0.049508,2795.298472,0.742625,0.448277,5.525659,10,10,1,1,0
30,407.878596,0.036739,6933.93614,0.624568,0.456976,5.572183,10,10,1,1,2
31,216.38592,0.059214,3462.174715,0.947432,0.520954,5.414339,10,10,1,1,0
32,232.710314,0.042649,3257.944393,0.597092,0.590185,4.618465,10,10,1,1,0
33,201.415182,0.053027,2819.812548,0.742382,0.475785,4.974706,10,10,1,1,0
34,239.283077,0.038835,4067.812306,0.660189,0.481049,5.606707,10,10,1,1,0
35,357.193238,0.047157,6429.478289,0.848825,0.598246,5.644751,10,10,1,1,2
36,169.799073,0.029329,1697.990727,0.293289,0.259811,3.606947,10,10,1,1,0
37,328.158688,0.051109,6235.015065,0.97107,0.669306,6.606,10,10,1,1,1
38,439.502367,0.025442,7032.037875,0.407071,0.437154,4.457123,10,10,1,1,3
39,271.717627,0.057435,4890.917291,1.033834,0.693315,6.245751,10,10,1,1,0
40,365.035659,0.033289,6205.60621,0.565908,0.531743,5.451857,10,10,1,1,2
41,221.925244,0.053891,3106.953419,0.754478,0.497287,4.999871,10,10,1,1,0
42,303.872958,0.042807,5165.840292,0.727718,0.513705,5.648989,10,10,1,1,1
43,388.803816,0.043136,6220.861053,0.690183,0.522348,5.138279,10,10,1,1,2
44,300.845431,0.032712,4512.681461,0.490679,0.478233,4.991514,10,10,1,1,1
45,346.520304,0.047357,5890.845167,0.805061,0.460351,5.549142,10,10,1,1,1
46,331.720749,0.046391,6302.694222,0.881426,0.586211,6.37496,10,10,1,1,1
47,196.511013,0.048834,2554.643168,0.634844,0.479257,4.734011,10,10,1,1,0
48,183.974558,0.032291,2943.592921,0.516656,0.51606,5.511505,10,10,1,1,0
49,426.597034,0.048407,8531.940673,0.96815,0.57741,6.173044,10,10,1,1,3
50,550.753578,0.026733,10464.317975,0.507927,0.456398,5.409211,10,10,1,1,4
51,294.393083,0.049414,4415.896241,0.741211,0.636946,5.496064,10,10,1,1,1
52,280.065609,0.039607,4761.115347,0.673322,0.654438,5.630912,10,10,1,1,1
53,212.672416,0.056835,2977.41382,0.795687,0.338685,4.80835,10,10,1,1,0
54,321.86084,0.037523,5149.773432,0.600366,0.442486,4.994477,10,10,1,1,1
55,488.745281,0.049536,9286.160345,0.941184,0.482898,5.512539,10,10,1,1,3
56,215.727132,0.033564,3020.179851,0.469895,0.497715,4.473348,10,10,1,1,0
57,360.132928,0.065411,6122.259771,1.111986,0.575987,5.456879,10,10,1,1,1
