slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,497.201116,0.0,1.420185,4.091991,6,6,1,1,0
2,305.360648,0.0,1.624143,20.413069,10,10,1,1,0
3,309.49506,0.0,2.115189,16.551323,10,10,1,1,0
4,365.693021,0.0,1.783261,12.376336,10,10,1,1,0
5,393.517705,0.0,1.41457,9.000799,10,10,1,1,0
6,307.378294,0.0,1.437392,8.91823,8,8,1,1,0
7,358.19665,0.0,1.2219,9.127191,9,9,1,1,0
8,322.863451,0.0,1.044966,9.19625,8,8,1,1,0
9,437.725504,0.0,1.144209,10.048209,6,6,1,1,0
10,399.869056,0.0,1.312986,9.276205,10,9,1,1,0
11,272.439924,0.0,1.060708,10.610365,6,6,1,1,0
12,307.326727,0.0,1.201086,11.212749,8,8,1,1,0
13,296.535673,0.0,0.966676,11.061575,7,7,1,1,0
14,866.257001,0.0,0.891221,6.247071,8,7,1,1,0
15,532.71658,0.0,0.934921,9.243497,9,9,1,1,0
16,1445.404953,0.0,1.195281,8.807594,9,8,1,1,0
17,286.844451,0.0,1.236654,10.212096,9,9,1,1,0
18,310.078986,0.0,1.437922,12.420489,9,9,1,1,0
19,306.540817,0.0,1.218196,9.694902,9,9,1,1,0
20,350.523856,0.0,1.016887,9.319384,7,7,1,1,0
21,294.665207,0.0,1.103125,11.846073,9,9,1,1,0
22,305.13484,0.0,1.239121,11.780076,6,6,1,1,0
23,248.161506,0.0,1.162116,11.082017,8,8,1,1,0
24,328.974902,0.0,1.296148,11.516848,8,8,1,1,0
25,346.340182,0.0,1.195404,9.915592,10,10,1,1,0
26,437.66604,0.0,1.131455,8.505679,8,8,1,1,0
27,311.474198,0.0,1.170093,11.697631,9,9,1,1,0
28,395.033874,0.0,1.122439,10.700289,7,7,1,1,0
29,272.246642,0.0,1.335512,10.965999,10,10,1,1,0
30,299.264731,0.0,1.07404,8.717407,8,8,1,1,0
31,330.926579,0.0,1.329986,11.613256,8,8,1,1,0
32,273.687358,0.0,1.306848,11.538898,8,8,1,1,0
33,270.133015,0.0,1.26507,12.18307,6,6,1,1,0
34,297.699317,0.0,1.309491,12.332316,8,8,1,1,0
35,421.940001,0.0,1.034278,10.468664,7,7,1,1,0
36,606.821625,0.0,1.269525,10.488692,9,9,1,1,0
37,321.516062,0.0,1.307919,10.112447,9,9,1,1,0
38,308.104896,0.0,1.305484,11.792577,7,7,1,1,0
39,465.844649,0.0,1.125646,10.50107,8,8,1,1,0
40,316.159089,0.0,1.147245,10.788329,9,9,1,1,0
