slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,118.426259,0.0,0.178627,4.728646,6,10,1,1,8
2,232.09763,0.0,0.168388,3.153884,6,10,1,1,8
3,177.444919,0.0,0.206829,4.184271,6,10,1,1,10
4,226.47776,0.0,0.164476,3.221528,6,10,1,1,9
5,215.008838,0.0,0.141566,3.030458,10,10,1,1,8
6,122.036389,0.0,0.163055,3.502947,6,10,1,1,8
7,188.989425,0.0,0.193992,4.288735,6,10,1,1,10
8,152.930759,0.0,0.134283,3.261205,6,10,1,1,8
9,201.003226,0.0,0.184646,3.669585,10,10,1,1,10
10,188.500245,0.0,0.169399,3.55897,6,10,1,1,8
11,167.891258,0.0,0.204443,4.482252,6,10,1,1,11
12,159.521973,0.0,0.173645,3.699509,6,10,1,1,10
13,182.49744,0.0,0.147477,2.820363,10,10,1,1,9
14,198.050683,0.0,0.161168,3.739828,6,10,1,1,9
15,270.545725,0.0,0.203307,3.762587,6,10,1,1,11
16,239.661624,0.0,0.217,4.758686,6,10,1,1,12
17,206.784126,0.0,0.174601,3.908442,10,10,1,1,10
18,216.522553,0.0,0.165049,3.704452,6,10,1,1,10
19,219.368984,0.0,0.175826,3.867778,6,10,1,1,10
20,189.092178,0.0,0.154495,3.475645,6,10,1,1,9
21,190.44849,0.0,0.153167,3.744909,10,10,1,1,9
22,181.277646,0.0,0.171281,3.641026,6,10,1,1,10
23,180.905283,0.0,0.152746,3.443517,6,10,1,1,8
24,173.113842,0.0,0.181941,4.212314,6,10,1,1,10
25,255.659382,0.0,0.221889,4.758238,10,10,1,1,13
26,217.866697,0.0,0.179146,3.615217,6,10,1,1,10
27,208.184403,0.0,0.204945,4.271405,6,10,1,1,11
28,273.194053,0.0,0.145976,3.160952,6,10,1,1,8
29,208.015583,0.0,0.138893,2.970974,10,10,1,1,8
30,175.206266,0.0,0.207359,4.403257,6,10,1,1,11
31,183.807015,0.0,0.158498,3.175354,6,10,1,1,9
32,127.051226,0.0,0.141325,3.337447,6,10,1,1,9
33,208.801226,0.0,0.20603,4.49994,10,10,1,1,11
34,206.07166,0.0,0.171935,3.698119,6,10,1,1,9
35,230.446024,0.0,0.140675,3.00359,6,10,1,1,8
36,162.848836,0.0,0.206422,4.616093,6,10,1,1,10
37,195.108544,0.0,0.179008,3.920681,10,10,1,1,9
38,200.932767,0.0,0.168446,3.191336,6,10,1,1,10
39,190.017091,0.0,0.134761,2.59636,6,10,1,1,8
40,176.041365,0.0,0.178979,3.271343,6,10,1,1,11
41,143.676291,0.0,0.204897,3.603335,10,10,1,1,12
42,195.601335,0.0,0.189202,3.895373,6,10,1,1,12
43,257.053883,0.0,0.177253,4.052584,6,10,1,1,11
44,213.434671,0.0,0.190903,3.805793,6,10,1,1,11
45,187.072204,0.0,0.18467,4.008108,10,10,1,1,11
46,168.212647,0.0,0.114284,2.496652,6,10,1,1,7
47,226.213525,0.0,0.169021,3.528949,6,10,1,1,10
48,155.417616,0.0,0.141796,3.666687,6,10,1,1,9
49,131.683998,0.0,0.178683,3.999085,10,10,1,1,10
50,219.419259,0.0,0.224526,5.116251,6,10,1,1,13
