slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,278.782082,0.006702,6411.987883,0.154146,0.682589,2.188739,6,6,1,1,0
2,287.047884,0.079461,6889.149227,1.907062,1.214084,9.619935,10,10,1,1,0
3,226.434032,0.037138,5887.284822,0.965599,1.070373,5.744903,9,9,1,1,0
4,200.709648,0.03659,5017.741206,0.914738,0.856723,6.895908,9,9,1,1,0
5,154.843237,0.025492,3251.707973,0.535328,0.639275,5.123919,8,8,1,1,0
6,275.864539,0.038504,6344.884399,0.885599,0.539663,5.289519,10,9,1,1,0
7,248.016757,0.029876,6696.452429,0.806644,0.80473,6.547097,8,8,1,1,0
8,541.812411,0.132992,12461.685459,3.058816,0.904361,5.444072,9,9,1,1,0
9,188.288924,0.036477,4142.35632,0.802495,0.545249,5.425651,10,9,1,1,0
10,239.95486,0.029093,6238.826356,0.756417,0.772558,6.151714,8,8,1,1,0
11,327.868771,0.033171,8196.719263,0.829272,0.586327,5.883308,9,9,1,1,0
12,507.793681,0.072868,13202.635695,1.894574,0.781737,6.387574,10,10,1,1,0
13,232.685386,0.048138,5119.078497,1.05904,0.720832,6.236123,10,10,1,1,0
14,339.980027,0.049813,7819.540612,1.14571,0.738305,4.994913,10,10,1,1,0
15,178.367035,0.039134,4102.441816,0.900074,0.820243,7.336968,10,10,1,1,0
16,203.240444,0.037586,4877.770656,0.902053,0.64936,5.819152,10,10,1,1,0
17,778.058623,0.201359,21785.641455,5.638039,0.781217,6.049037,10,10,1,1,0
18,210.566685,0.037181,4843.033748,0.855158,0.645782,5.179047,10,10,1,1,0
19,212.663504,0.033943,5316.587609,0.848578,0.606105,5.956492,9,9,1,1,0
20,183.006861,0.02254,3660.137225,0.4508,0.579318,5.444528,8,8,1,1,0
21,252.068922,0.029654,5293.447366,0.622731,0.518253,4.85685,9,9,1,1,0
22,270.60598,0.034305,6765.149509,0.857627,0.703123,7.01677,9,9,1,1,0
23,183.351217,0.038661,4400.429207,0.927874,0.858996,7.788411,10,10,1,1,0
24,205.313429,0.030116,3695.641726,0.542089,0.349816,4.006368,8,8,1,1,0
25,208.56053,0.027375,5005.452725,0.656991,0.745025,5.95769,9,9,1,1,0
26,215.802329,0.034944,5395.05823,0.873589,0.621378,6.000525,9,9,1,1,0
27,302.664215,0.029952,6961.276955,0.688896,0.664565,5.281785,9,9,1,1,0
