slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,502.942939,0.002872,7041.20114,0.040215,0.412616,1.332276,5,5,1,1,0
2,674.300031,0.038959,11463.100528,0.662295,0.573639,6.501973,10,10,1,1,0
3,900.466305,0.01908,15307.927177,0.324359,0.568944,4.421115,8,8,1,1,0
4,638.381607,0.022227,10852.487318,0.377861,0.57975,5.011334,8,8,1,1,0
5,604.714485,0.014852,9675.43176,0.23763,0.496875,5.113266,7,7,1,1,0
6,539.318489,0.031611,9168.414316,0.537394,0.413857,3.866988,9,8,1,1,0
7,508.515661,0.017823,9153.2819,0.320812,0.519055,5.2931,7,7,1,1,0
8,847.23502,0.037124,15250.230366,0.668236,0.439012,3.590358,10,9,1,1,0
9,680.864154,0.025699,11574.690624,0.436883,0.432026,4.55856,8,8,1,1,0
10,660.071211,0.038521,10561.139369,0.616336,0.40519,4.992796,10,10,1,1,0
11,852.902697,0.022223,13646.443145,0.355571,0.419193,3.561928,7,7,1,1,0
12,760.740988,0.022534,11411.114816,0.33801,0.366625,3.50482,7,7,1,1,0
13,575.504203,0.021874,10359.075654,0.393724,0.423052,5.825682,7,7,1,1,0
14,905.564975,0.034753,14489.039599,0.556042,0.353033,3.39363,9,9,1,1,0
15,420.71945,0.036867,6731.511197,0.589877,0.56836,5.376004,10,10,1,1,0
16,481.153243,0.024151,6736.145401,0.338121,0.325467,4.288989,8,8,1,1,0
17,524.703307,0.018909,7345.846297,0.26473,0.355993,3.83847,7,7,1,1,0
18,648.490911,0.010399,9727.363669,0.155992,0.373443,4.701325,6,6,1,1,0
19,993.942843,0.025639,15903.085483,0.410218,0.249208,3.811584,7,6,1,1,0
20,464.597715,0.025332,5575.172582,0.303986,0.204202,3.998748,9,9,1,1,0
21,788.330188,0.037985,14189.943383,0.683721,0.345899,4.11798,10,9,1,1,0
22,604.939132,0.027464,9074.086977,0.411965,0.314556,3.870622,9,9,1,1,0
23,758.458929,0.020246,12135.342867,0.32393,0.336969,4.352731,8,8,1,1,0
24,671.601731,0.017324,11417.229426,0.294509,0.35244,4.843336,8,8,1,1,0
25,1548.917913,0.039293,23233.768701,0.589392,0.247283,2.052551,10,9,1,1,0
26,568.567591,0.038128,8528.513866,0.571918,0.393026,5.684944,10,10,1,1,0
27,532.895386,0.026484,7460.535409,0.37077,0.465406,4.391296,8,8,1,1,0
28,498.924781,0.025373,7982.796499,0.40596,0.412468,5.005074,8,8,1,1,0
29,558.315357,0.022664,10049.676417,0.407948,0.417677,5.374872,8,8,1,1,0
30,741.65513,0.039296,12608.137214,0.66803,0.327,4.125392,10,9,1,1,0
31,601.13698,0.019457,8415.917726,0.2724,0.317215,3.409228,8,8,1,1,0
32,613.70547,0.013631,10432.992983,0.231729,0.443638,4.702039,6,6,1,1,0
33,1496.139679,0.040577,23938.234867,0.649233,0.270512,3.630103,8,8,1,1,0
34,490.128926,0.036931,6371.67604,0.480108,0.289432,4.948529,10,10,1,1,0
35,634.947076,0.018684,10159.153209,0.298944,0.364753,4.03459,8,8,1,1,0
36,911.641768,0.037516,17321.193585,0.712808,0.451918,5.384119,10,10,1,1,0
37,505.779245,0.038134,7586.688678,0.572004,0.381412,4.972974,10,10,1,1,0
38,460.219962,0.027149,6903.299426,0.407237,0.44502,4.742312,8,8,1,1,0
39,619.742679,0.03551,10535.62554,0.603667,0.410518,3.562911,9,9,1,1,0
40,1693.145425,0.029396,23704.035944,0.411548,0.286166,2.997741,8,8,1,1,0
41,1913.768852,0.032751,34447.83934,0.589518,0.327675,3.991799,9,8,1,1,0
42,606.752864,0.018182,9708.045824,0.290912,0.451435,5.815965,8,8,1,1,0
43,542.172281,0.035865,9216.928776,0.609706,0.460348,3.724528,10,9,1,1,0
44,737.888481,0.021798,11806.2157,0.348764,0.379484,3.691001,9,9,1,1,0
45,463.760951,0.026201,7883.936173,0.445409,0.533465,5.174014,7,7,1,1,0
46,918.770706,0.035889,16537.872707,0.645993,0.465012,4.328555,9,9,1,1,0
47,530.63043,0.037769,6898.195593,0.490999,0.368394,3.41545,10,10,1,1,0
48,645.429268,0.033994,10972.297563,0.577901,0.44773,4.385669,9,9,1,1,0
49,600.496511,0.017681,8406.951157,0.247531,0.328542,3.153571,8,8,1,1,0
50,572.570352,0.027758,9733.695987,0.471889,0.380662,4.820877,7,7,1,1,0
51,767.412858,0.034624,11511.192872,0.519357,0.309846,3.087092,8,8,1,1,0
52,979.633642,0.034395,16653.771912,0.584716,0.330932,3.91855,9,9,1,1,0
53,510.188013,0.039642,8673.196221,0.673916,0.320038,5.677422,10,10,1,1,0
54,747.358196,0.022717,11957.73113,0.363476,0.3216,3.863298,9,9,1,1,0
55,643.513287,0.023815,10296.212594,0.381042,0.344135,3.858516,9,9,1,1,0
56,1034.28839,0.024563,18617.191012,0.442132,0.379291,3.646342,8,8,1,1,0
57,427.708149,0.027741,5987.914086,0.388376,0.334595,4.397559,9,9,1,1,0
58,1810.384027,0.01478,30776.528464,0.251255,0.319814,3.617832,8,8,1,1,0
59,560.665315,0.01102,6727.98378,0.132235,0.266244,3.118413,8,8,1,1,0
60,724.797834,0.038476,12321.563176,0.654098,0.447195,4.829671,9,9,1,1,0
61,738.167569,0.037807,12548.848674,0.642714,0.384805,3.855508,10,10,1,1,0
62,549.791622,0.033507,9346.457566,0.56962,0.478694,4.308878,9,9,1,1,0
63,1867.447912,0.012127,33614.062416,0.218295,0.310096,3.890511,7,7,1,1,0
64,830.483728,0.021088,14118.22337,0.358496,0.361917,5.390599,8,8,1,1,0
65,608.532969,0.030944,7302.395633,0.371328,0.250995,2.946705,9,9,1,1,0
66,457.045782,0.037528,6855.686728,0.562915,0.452297,5.07306,10,10,1,1,0
67,616.466465,0.028794,8630.530511,0.403118,0.354267,3.066674,9,9,1,1,0
68,788.518118,0.005573,11827.771769,0.083589,0.264739,3.569259,6,6,1,1,0
69,606.209841,0.027949,11517.986978,0.531024,0.472589,5.821745,8,8,1,1,0
70,617.048172,0.024595,11106.867093,0.442712,0.319951,4.04996,8,7,1,1,0
71,1213.938014,0.034157,23064.82226,0.648988,0.310154,4.149807,8,8,1,1,0
72,1501.230082,0.011643,25520.911389,0.197933,0.285369,3.906996,8,8,1,1,0
73,2028.449285,0.140067,28398.289987,1.960931,0.432541,3.581406,10,10,1,1,0
74,579.268025,0.033081,9847.55642,0.562379,0.436558,4.966057,9,9,1,1,0
75,971.130758,0.041669,13595.830606,0.583372,0.342678,2.509204,10,10,1,1,0
76,689.468179,0.019486,12410.427216,0.350742,0.46808,5.037063,8,8,1,1,0
77,566.098771,0.028948,8491.481567,0.434216,0.343585,3.892566,9,9,1,1,0
78,571.720298,0.028429,10290.965365,0.511722,0.47357,5.165909,8,8,1,1,0
79,743.955602,0.036219,12647.245241,0.615722,0.357862,3.486797,10,9,1,1,0
80,566.384787,0.023447,9628.541384,0.398598,0.388196,4.223699,8,8,1,1,0
81,450.028848,0.032656,6300.403874,0.457183,0.439863,3.80411,9,9,1,1,0
82,475.644863,0.017152,7610.317813,0.274431,0.476846,4.568522,6,6,1,1,0
83,654.288936,0.017698,10468.62297,0.283168,0.318567,4.180716,8,8,1,1,0
84,547.731697,0.024476,8763.70715,0.391622,0.471838,4.956866,8,8,1,1,0
85,572.533179,0.036603,10305.597221,0.65886,0.438892,3.96492,10,8,1,1,0
86,601.599009,0.016152,11430.381172,0.306895,0.523352,4.991315,6,6,1,1,0
87,792.201445,0.031948,12675.223128,0.511164,0.276363,3.769632,9,9,1,1,0
88,477.219278,0.023844,7158.289174,0.35766,0.312512,4.686176,8,8,1,1,0
89,679.547081,0.032906,11552.300374,0.559396,0.283039,3.684968,8,7,1,1,0
