slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,66.661688,0.007965,866.601948,0.103543,0.294461,1.237114,4,4,1,1,0
2,66.825523,0.038368,1136.033892,0.652254,0.631066,5.74502,10,10,1,1,0
3,77.069863,0.028641,1156.047942,0.429622,0.339984,3.927349,9,9,1,1,0
4,106.596861,0.024002,1812.146643,0.408033,0.483737,3.961743,7,7,1,1,0
5,71.265515,0.026051,997.717205,0.364715,0.433487,3.341091,8,8,1,1,0
6,63.163041,0.017183,1136.934741,0.3093,0.45228,5.458101,6,6,1,1,0
7,92.252068,0.027272,1291.528958,0.381803,0.253231,3.297085,8,8,1,1,0
8,71.936935,0.034881,1294.864838,0.627863,0.554611,5.41341,8,8,1,1,0
9,116.658123,0.026991,1633.213725,0.377874,0.351461,2.585218,8,7,1,1,0
10,69.454871,0.027866,1180.732804,0.47373,0.442074,5.112295,9,9,1,1,0
11,109.311143,0.029218,1748.978291,0.467485,0.332645,3.847604,8,8,1,1,0
12,104.524352,0.03653,1776.913988,0.621002,0.39086,4.392895,9,9,1,1,0
13,68.38878,0.034085,1230.998032,0.613532,0.527678,5.668867,9,9,1,1,0
14,200.286198,0.095987,2804.006765,1.343824,0.302706,3.095752,8,8,1,1,0
15,61.997746,0.031047,1053.961687,0.527803,0.581724,5.367942,9,9,1,1,0
16,81.373806,0.022393,1301.9809,0.358296,0.36143,3.859118,7,7,1,1,0
17,65.55146,0.031829,983.271901,0.477438,0.358488,4.305607,9,9,1,1,0
18,69.389747,0.033552,1318.405196,0.637487,0.438564,5.232713,9,9,1,1,0
19,349.993922,0.173956,6299.890593,3.131217,0.418036,3.543376,8,8,1,1,0
20,78.683878,0.03023,1494.99368,0.574377,0.465771,5.530448,9,9,1,1,0
21,48.436534,0.019816,678.111472,0.277421,0.327413,4.219331,8,8,1,1,0
22,77.260628,0.021063,1236.170046,0.337013,0.281056,3.499132,7,6,1,1,0
23,267.483169,0.132243,4279.730706,2.115885,0.387674,3.373104,9,9,1,1,0
24,57.984107,0.037597,753.793391,0.488767,0.377428,4.019619,10,10,1,1,0
25,69.624688,0.033673,1044.370326,0.505092,0.393953,4.16132,9,9,1,1,0
26,56.106712,0.025198,785.493965,0.352772,0.395974,3.226224,8,8,1,1,0
27,117.851412,0.010605,2239.176825,0.201487,0.405543,4.288496,6,6,1,1,0
28,194.53067,0.09671,3112.490726,1.547363,0.382521,3.919345,8,8,1,1,0
29,59.913784,0.022913,1018.53432,0.389519,0.420979,5.422775,8,8,1,1,0
30,70.503453,0.022366,916.544894,0.29076,0.300288,3.115687,8,7,1,1,0
31,81.893277,0.025723,1310.292439,0.41157,0.284987,4.199575,8,8,1,1,0
32,63.170397,0.034782,758.04476,0.417386,0.207364,2.438785,9,8,1,1,0
33,94.928343,0.037612,1518.853491,0.601788,0.409319,4.235018,10,10,1,1,0
34,200.549984,0.104419,2406.599808,1.253034,0.260444,2.505856,8,8,1,1,0
35,56.84568,0.026949,852.685203,0.404228,0.282983,4.469448,8,8,1,1,0
36,78.133282,0.022601,1250.132518,0.361619,0.462064,4.544021,7,7,1,1,0
37,98.384634,0.026858,1770.923404,0.483446,0.363355,4.239264,7,6,1,1,0
38,66.190925,0.031415,661.909252,0.314145,0.215353,2.470179,8,8,1,1,0
39,73.671532,0.028163,1252.416045,0.478774,0.39934,4.229007,8,7,1,1,0
40,242.937525,0.031735,4372.875443,0.571229,0.330575,2.642678,8,7,1,1,0
41,163.830144,0.083038,2457.452158,1.245577,0.31156,4.35453,9,9,1,1,0
42,114.425604,0.033071,2059.660869,0.595278,0.373342,4.175147,9,9,1,1,0
43,83.28408,0.03198,1582.397514,0.607611,0.411487,6.155121,9,9,1,1,0
44,70.131367,0.034215,1332.495966,0.650082,0.622356,6.036339,9,9,1,1,0
45,80.376801,0.028085,1286.028814,0.449354,0.358626,3.726486,8,8,1,1,0
46,84.831961,0.029783,1442.143329,0.506303,0.398475,4.281305,8,8,1,1,0
47,118.187989,0.045614,2127.3838,0.821046,0.416776,3.674176,9,8,1,1,0
48,76.06824,0.026347,1293.160084,0.447896,0.409572,5.283611,8,8,1,1,0
49,76.314114,0.021983,1297.339946,0.373711,0.394111,4.876475,8,8,1,1,0
