slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,108.195212,0.008751,1406.537751,0.113768,0.372506,1.237114,4,4,1,1,0
2,123.08278,0.039014,1600.076135,0.50718,0.331958,4.029177,10,10,1,1,0
3,171.171068,0.011111,3081.079216,0.199991,0.481507,3.627508,6,6,1,1,0
4,113.054024,0.037103,1808.864383,0.593649,0.471077,4.655378,10,10,1,1,0
5,137.796659,0.011964,2066.949879,0.179457,0.424686,3.542474,6,6,1,1,0
6,188.436927,0.01936,3391.864678,0.348475,0.326095,4.349979,6,6,1,1,0
7,303.324205,0.033963,4549.863071,0.509449,0.257213,3.729812,7,7,1,1,0
8,201.587699,0.040957,2620.640091,0.532446,0.202075,3.104425,10,10,1,1,0
9,138.457628,0.026231,2215.322046,0.419704,0.342314,4.069046,8,8,1,1,0
10,154.390718,0.030041,2161.470055,0.420579,0.305952,3.430996,9,9,1,1,0
11,157.564923,0.024974,2521.038764,0.399577,0.305948,4.413261,8,8,1,1,0
12,219.337181,0.034535,3509.394901,0.552558,0.34177,3.362289,8,7,1,1,0
13,166.218978,0.020123,2991.94161,0.36222,0.370026,4.856137,7,7,1,1,0
14,150.394637,0.028148,2556.708836,0.478519,0.366055,5.132889,8,8,1,1,0
15,144.12124,0.018606,2161.818602,0.279086,0.36237,3.637376,6,5,1,1,0
16,127.512142,0.021427,1657.657844,0.278546,0.312713,3.186035,8,8,1,1,0
17,102.550919,0.024136,1333.161942,0.313771,0.253215,3.163853,8,8,1,1,0
18,128.584908,0.0169,2314.528335,0.304196,0.354063,4.852908,7,7,1,1,0
19,114.108392,0.022983,1711.625879,0.34474,0.244769,3.079777,7,6,1,1,0
20,204.068816,0.009772,3469.16987,0.166121,0.256141,4.362788,5,5,1,1,0
21,170.823215,0.035337,2562.348226,0.530055,0.207936,3.193878,9,8,1,1,0
22,177.341693,0.037059,3369.492169,0.70412,0.354687,4.533123,9,8,1,1,0
23,140.361943,0.020408,2386.153039,0.34694,0.36746,4.021082,7,7,1,1,0
24,175.871585,0.021502,3165.688531,0.387027,0.293984,4.4545,6,6,1,1,0
25,198.79878,0.025495,3180.780486,0.40792,0.266685,5.226535,6,6,1,1,0
26,155.671401,0.035868,2335.071011,0.538016,0.306769,3.807123,9,7,1,1,0
27,149.008852,0.02446,2533.150481,0.415828,0.361554,5.175376,8,8,1,1,0
28,286.820854,0.036245,4875.954518,0.616163,0.309585,3.365677,8,8,1,1,0
29,125.284613,0.024491,1879.269196,0.367365,0.247677,5.354025,8,8,1,1,0
30,211.599092,0.036859,3597.184565,0.626599,0.296349,4.142255,9,8,1,1,0
31,149.812414,0.03384,2396.998621,0.541439,0.308428,3.929459,9,9,1,1,0
32,124.467321,0.028383,1742.5425,0.397366,0.360519,2.989971,7,7,1,1,0
33,142.925465,0.025297,2000.956508,0.354152,0.245036,3.249902,8,8,1,1,0
34,144.489026,0.017159,2456.313445,0.291711,0.299806,3.983401,7,7,1,1,0
35,141.594076,0.026865,2548.69336,0.483568,0.43519,4.910676,8,8,1,1,0
36,95.285024,0.02031,952.850237,0.203096,0.138402,2.738493,8,8,1,1,0
37,269.91777,0.037692,5128.437622,0.716141,0.321174,3.705553,8,7,1,1,0
38,109.142162,0.03051,1746.274598,0.488162,0.350977,4.880747,8,8,1,1,0
39,208.586016,0.023448,3754.54829,0.422068,0.376805,4.332261,8,8,1,1,0
40,140.068988,0.022236,2381.172788,0.378019,0.36196,4.2778,7,7,1,1,0
41,146.64304,0.011714,2053.002555,0.163989,0.281488,4.236052,6,6,1,1,0
42,189.609383,0.038799,3223.359513,0.659577,0.28206,3.613938,9,9,1,1,0
43,172.058982,0.028907,2752.943714,0.462508,0.313819,4.173224,8,8,1,1,0
44,265.5147,0.018159,3982.720505,0.272379,0.257535,3.208709,8,8,1,1,0
45,148.119869,0.034988,2518.037768,0.594794,0.354203,5.537861,9,9,1,1,0
46,192.650509,0.031298,3660.359663,0.594659,0.389712,4.723928,8,7,1,1,0
47,156.603428,0.018466,2035.84457,0.240061,0.321537,2.999604,7,7,1,1,0
48,117.540922,0.024895,1880.654756,0.398327,0.342229,4.820331,8,8,1,1,0
49,279.879073,0.024304,5597.58147,0.486085,0.350921,4.291217,7,6,1,1,0
50,189.016094,0.024953,3591.305789,0.474108,0.397083,6.041491,8,8,1,1,0
51,133.591175,0.028413,2003.867632,0.4262,0.431891,3.557818,9,8,1,1,0
52,132.797536,0.020561,2257.558117,0.349544,0.430235,4.003727,6,6,1,1,0
53,133.584767,0.02828,1870.186739,0.395919,0.184728,3.438676,9,9,1,1,0
54,136.074322,0.012098,2177.189152,0.193567,0.2954,4.012619,5,5,1,1,0
55,162.986354,0.019922,3096.740723,0.378512,0.395229,6.011122,6,6,1,1,0
56,114.341196,0.034334,1600.776742,0.480671,0.315076,3.369873,9,8,1,1,0
57,218.950428,0.024725,3722.157272,0.420325,0.297089,3.296877,8,7,1,1,0
58,182.260253,0.01694,3462.944814,0.321852,0.381308,4.994323,7,7,1,1,0
59,159.648053,0.032612,2394.720789,0.489176,0.339309,4.516987,9,9,1,1,0
60,162.266154,0.020698,2758.524616,0.35187,0.310815,3.806016,6,5,1,1,0
61,160.2043,0.021917,2563.268795,0.350677,0.243685,3.971245,6,6,1,1,0
62,238.979404,0.03179,4062.649864,0.540434,0.357994,3.850801,9,9,1,1,0
