slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,346.86411,0.0,0.096469,0.761301,4,4,1,1,0
2,220.622299,0.0,0.104885,1.631423,5,5,1,1,0
3,204.888294,0.0,0.304668,2.563609,8,8,1,1,0
4,256.837054,0.0,0.105347,1.183833,6,6,1,1,0
5,276.866756,0.0,0.037717,0.643044,9,7,1,1,0
6,191.652595,0.0,0.166457,2.255216,8,8,1,1,0
7,137.290435,0.0,0.14744,3.04566,6,6,1,1,0
8,170.781399,0.0,0.133285,1.968943,8,8,1,1,0
9,170.912866,0.0,0.073355,1.508417,8,7,1,1,0
10,213.719309,0.0,0.207985,2.31492,8,8,1,1,0
11,235.602196,0.0,0.078442,1.443397,8,8,1,1,0
12,146.90293,0.0,0.164691,1.352018,9,8,1,1,0
13,157.574273,0.0,0.113718,1.501289,8,7,1,1,0
14,141.436292,0.0,0.065663,1.608609,5,5,1,1,0
15,225.609244,0.0,0.121682,1.696126,7,7,1,1,0
16,245.994402,0.0,0.081549,1.662285,7,6,1,1,0
17,151.050216,0.0,0.159123,1.998128,8,7,1,1,0
18,188.095047,0.0,0.164357,2.125135,9,9,1,1,0
19,165.243415,0.0,0.116896,1.813915,9,8,1,1,0
20,146.415621,0.0,0.194822,2.005134,8,8,1,1,0
21,170.821515,0.0,0.094077,2.164418,8,8,1,1,0
22,126.7183,0.0,0.097163,1.356597,9,9,1,1,0
23,244.425653,0.0,0.158201,1.998024,9,8,1,1,0
24,210.533787,0.0,0.183078,1.864524,9,9,1,1,0
25,195.017528,0.0,0.118037,1.723322,9,9,1,1,0
26,284.341147,0.0,0.155977,2.247089,10,10,1,1,0
27,212.444657,0.0,0.144358,2.000159,9,9,1,1,0
28,234.369184,0.0,0.200951,2.343447,9,9,1,1,0
29,240.111715,0.0,0.258939,2.464976,9,9,1,1,0
30,208.048683,0.0,0.159587,1.900613,10,9,1,1,0
31,183.4758,0.0,0.114804,1.660582,9,10,1,1,0
32,206.117044,0.0,0.12936,1.660356,8,8,1,1,0
33,329.353641,0.0,0.162377,1.643222,8,8,1,1,0
34,222.491183,0.0,0.207444,2.167864,7,7,1,1,0
35,172.603469,0.0,0.120067,1.773687,8,8,1,1,0
36,161.772511,0.0,0.110265,1.449505,8,7,1,1,0
37,165.080527,0.0,0.071347,1.626127,10,9,1,1,0
38,213.808141,0.0,0.160046,2.313095,8,8,1,1,0
39,258.569392,0.0,0.138918,1.899472,9,9,1,1,0
40,191.142296,0.0,0.13472,1.71808,8,8,1,1,0
