slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,238.094296,0.006749,4047.603029,0.114735,0.584454,1.617764,6,6,1,1,0
2,489.807479,0.036223,6857.304702,0.507118,0.441195,3.848127,10,10,1,1,3
3,198.554346,0.040304,3375.423879,0.685168,0.559583,5.561168,10,10,1,1,0
4,570.318098,0.054166,9125.089562,0.866651,0.687737,4.444575,10,10,1,1,3
5,206.863985,0.040973,3516.687753,0.696539,0.554601,6.018245,10,10,1,1,0
6,730.205672,0.031104,12413.49642,0.528763,0.406928,3.263822,10,10,1,1,6
7,193.616668,0.041265,3097.866687,0.660235,0.486395,5.748483,10,10,1,1,0
8,225.033443,0.038132,2925.434757,0.495721,0.424745,4.26197,10,10,1,1,1
9,402.299265,0.037039,6436.788243,0.592618,0.372951,4.758004,10,10,1,1,2
10,422.713378,0.038618,7608.84081,0.695127,0.580871,4.99565,10,10,1,1,3
11,401.944175,0.037774,6833.050975,0.64215,0.380787,4.907129,10,10,1,1,2
12,191.007906,0.050535,2674.110679,0.707488,0.614237,4.647161,10,10,1,1,0
13,205.376285,0.039201,3286.020566,0.62722,0.460107,4.8432,10,10,1,1,0
14,270.622393,0.038027,4059.335893,0.570406,0.327925,4.111482,10,10,1,1,1
15,303.075128,0.034905,4849.202043,0.558482,0.365919,3.722831,10,10,1,1,2
16,307.774223,0.054316,5539.936016,0.977682,0.692363,4.640341,10,10,1,1,1
17,353.269647,0.034614,5652.314355,0.553827,0.33328,4.250363,10,10,1,1,2
18,243.433534,0.057617,4381.803608,1.037107,0.709002,5.930944,10,10,1,1,0
19,476.131216,0.032207,7618.099448,0.515315,0.322508,3.809472,10,10,1,1,3
20,295.259609,0.038817,4428.894135,0.582256,0.487241,3.943558,10,10,1,1,1
21,177.347329,0.040021,2837.557265,0.640332,0.427061,5.020278,10,10,1,1,0
22,197.275566,0.050944,2761.857928,0.713219,0.611445,5.34477,10,10,1,1,0
23,223.924769,0.037058,3582.796299,0.592936,0.368752,5.334631,9,9,1,1,0
24,415.065073,0.045862,6225.976097,0.687933,0.416732,4.69665,9,9,1,1,2
25,211.263648,0.036923,3802.745661,0.664615,0.470167,6.529566,9,9,1,1,0
26,435.280261,0.043304,8270.324956,0.822778,0.635187,5.310358,10,10,1,1,3
27,207.877152,0.041281,2910.28013,0.577931,0.415417,5.016743,10,10,1,1,0
28,325.829453,0.045141,5864.930151,0.812536,0.514651,4.650133,10,10,1,1,2
29,406.012398,0.034879,5684.17357,0.488311,0.260064,3.693134,10,10,1,1,2
30,314.292895,0.027784,4714.393421,0.416762,0.434982,4.100836,9,9,1,1,2
31,204.275116,0.037265,3268.401862,0.596236,0.442609,4.706562,9,9,1,1,0
32,215.286387,0.056426,2583.436648,0.677108,0.465376,5.603131,9,9,1,1,0
33,237.252663,0.043438,4270.547935,0.781889,0.447607,5.933935,10,10,1,1,0
34,406.70996,0.04479,6100.649407,0.671848,0.61051,4.04095,10,10,1,1,2
35,218.39139,0.041805,3275.870845,0.627078,0.485574,5.159547,10,10,1,1,0
36,221.050639,0.032996,2431.557033,0.362954,0.244424,3.731047,9,9,1,1,0
37,212.364086,0.041324,3610.189454,0.702506,0.484553,5.971157,10,10,1,1,0
38,189.069195,0.04591,2836.03792,0.688657,0.630784,5.851506,10,10,1,1,0
39,209.347415,0.039758,3349.558636,0.636121,0.512744,5.559255,9,9,1,1,0
40,417.92033,0.026693,6686.725282,0.427085,0.523279,4.59704,9,9,1,1,2
41,179.193823,0.042627,2867.101171,0.682036,0.44398,4.923301,10,10,1,1,0
42,207.793078,0.04265,3116.896165,0.639756,0.535899,4.590933,10,10,1,1,0
43,181.166253,0.046308,3260.992555,0.83354,0.571564,5.06668,10,10,1,1,0
44,187.898075,0.046754,3006.369199,0.748059,0.596376,5.750026,10,10,1,1,0
45,289.584169,0.046849,4922.930878,0.796434,0.506509,4.506702,10,10,1,1,2
46,293.077774,0.040573,4982.322166,0.689742,0.564536,5.17158,9,9,1,1,1
47,394.462842,0.026026,6311.40548,0.416422,0.344894,3.811791,9,9,1,1,3
48,401.74495,0.041086,8034.898994,0.821727,0.430756,5.40325,9,9,1,1,3
49,276.754535,0.043894,4981.581634,0.790095,0.383335,4.370323,10,9,1,1,2
