slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,134.013689,0.0,0.114327,0.666138,3,3,1,1,0
2,151.60496,0.0,0.115195,1.332183,5,5,1,1,0
3,168.328784,0.0,0.139027,1.400636,8,8,1,1,0
4,147.514668,0.0,0.087636,1.202168,7,7,1,1,0
5,211.809016,0.0,0.086269,1.169249,9,8,1,1,0
6,153.085705,0.0,0.150842,2.4312,6,6,1,1,0
7,210.02156,0.0,0.143845,2.041658,8,8,1,1,0
8,207.793445,0.0,0.142597,2.416973,7,7,1,1,0
9,178.367284,0.0,0.145074,1.901761,10,9,1,1,0
10,110.751899,0.0,0.113476,1.502188,7,7,1,1,0
11,202.54942,0.0,0.202152,2.325196,7,7,1,1,0
12,180.633684,0.0,0.118932,2.070775,10,9,1,1,0
13,199.758503,0.0,0.146386,2.102707,8,8,1,1,0
14,185.845905,0.0,0.095275,1.814123,8,8,1,1,0
15,210.040669,0.0,0.145746,1.894708,9,9,1,1,0
16,215.156126,0.0,0.042255,1.044949,8,7,1,1,0
17,150.342841,0.0,0.129367,1.800898,7,7,1,1,0
18,192.997765,0.0,0.109154,2.389995,7,7,1,1,0
19,176.330441,0.0,0.155237,2.296723,7,6,1,1,0
20,142.398909,0.0,0.054249,1.000088,10,9,1,1,0
21,213.444299,0.0,0.131503,1.996091,9,9,1,1,0
22,223.469174,0.0,0.101237,2.181131,8,8,1,1,0
23,239.26077,0.0,0.160872,1.603616,7,7,1,1,0
24,161.647841,0.0,0.111657,1.620379,8,8,1,1,0
25,182.690857,0.0,0.149159,1.922072,10,10,1,1,0
26,251.562771,0.0,0.152583,2.243582,9,9,1,1,0
27,181.175399,0.0,0.149219,2.274419,10,10,1,1,0
28,230.034663,0.0,0.240344,1.690593,9,9,1,1,0
29,134.202039,0.0,0.104468,2.162359,10,10,1,1,0
30,188.798509,0.0,0.176181,2.287177,9,9,1,1,0
31,282.1808,0.0,0.174167,1.64286,9,9,1,1,0
32,156.50754,0.0,0.159507,2.117227,9,9,1,1,0
33,125.25147,0.0,0.132191,1.24481,9,9,1,1,0
34,139.909285,0.0,0.146577,1.560379,9,8,1,1,0
35,142.590399,0.0,0.078354,1.52646,9,9,1,1,0
36,208.365375,0.0,0.159346,2.735373,9,9,1,1,0
37,141.641378,0.0,0.142919,1.938288,10,10,1,1,0
38,123.447026,0.0,0.12238,1.655444,9,9,1,1,0
39,182.526176,0.0,0.173943,1.848275,7,7,1,1,0
40,241.700249,0.0,0.122387,1.765389,10,10,1,1,0
