slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,367.071554,0.005082,11379.218165,0.157536,0.580757,2.95004,6,6,1,1,0
2,1049.773351,0.27286,32542.973884,8.458662,1.143624,9.485838,10,10,1,1,0
3,271.039038,0.045082,7318.054034,1.217202,1.09565,8.047742,10,10,1,1,0
4,294.442375,0.039228,10011.040762,1.333758,1.207076,7.483118,10,10,1,1,0
5,434.14077,0.057827,13458.363858,1.792639,1.02519,9.201892,10,10,1,1,0
6,282.997638,0.046999,9621.919692,1.597967,1.290312,10.794019,10,10,1,1,0
7,347.545782,0.032124,11469.010797,1.060084,1.281125,8.312736,9,9,1,1,0
8,298.151965,0.040934,8348.255025,1.146143,0.859413,5.684544,9,9,1,1,0
9,248.978547,0.037757,7469.356416,1.132714,0.871116,9.765907,10,10,1,1,0
10,288.496316,0.044632,9520.378418,1.472863,1.115648,7.871374,10,10,1,1,0
11,239.640677,0.025837,7189.220304,0.775116,0.992254,9.273843,8,8,1,1,0
12,264.113551,0.038353,8715.747186,1.265653,1.167832,9.613735,9,9,1,1,0
13,242.585892,0.042865,8490.506227,1.500274,1.142943,8.179424,9,9,1,1,0
14,276.10983,0.016824,9111.62438,0.555207,0.80586,8.099846,6,6,1,1,0
15,287.641339,0.035795,10355.088199,1.288628,0.927408,10.966004,9,9,1,1,0
16,269.867634,0.032712,9175.499566,1.112192,1.157991,10.845388,8,8,1,1,0
17,446.593385,0.035762,12058.021386,0.965562,0.751278,4.107885,8,7,1,1,0
18,372.857568,0.039429,10440.011902,1.104005,0.758999,7.996647,10,10,1,1,0
19,210.130076,0.028875,6093.772216,0.837381,0.818625,7.81461,9,9,1,1,0
20,385.737799,0.025419,13115.085168,0.864258,0.929813,9.230337,8,8,1,1,0
21,322.695218,0.040098,10326.246961,1.283123,1.068368,10.932503,10,10,1,1,0
22,282.434392,0.029534,9320.334943,0.97463,1.142624,8.647545,8,8,1,1,0
23,448.455755,0.04218,13453.672637,1.265403,0.810697,6.708352,10,10,1,1,0
24,236.043012,0.038282,7789.419399,1.2633,1.041424,9.894046,9,9,1,1,0
25,226.464739,0.03817,6793.942176,1.1451,1.007063,8.760181,9,9,1,1,0
26,318.201283,0.029712,10818.843633,1.010197,1.007307,7.86488,8,8,1,1,0
27,227.695001,0.033796,7286.240022,1.081469,0.926035,10.294535,9,9,1,1,0
28,303.971194,0.02733,8511.193441,0.765229,0.693738,7.334412,8,8,1,1,0
29,348.607217,0.03794,10458.216496,1.138202,0.903638,8.145548,10,10,1,1,0
30,299.597189,0.018539,8987.915682,0.556168,0.749874,7.758693,8,8,1,1,0
31,327.990658,0.038823,8855.747755,1.048232,0.659633,7.239355,9,9,1,1,0
32,276.489185,0.037565,8847.653909,1.202094,1.084264,11.310614,9,9,1,1,0
33,214.355349,0.037961,5787.594434,1.024937,0.941927,6.69098,10,10,1,1,0
34,350.672996,0.034492,11572.208855,1.138236,0.87461,8.402209,9,9,1,1,0
35,238.020861,0.03077,7616.667542,0.984635,1.045953,9.882794,8,8,1,1,0
36,389.229427,0.024362,13623.029941,0.852687,1.060157,8.871372,7,7,1,1,0
37,194.277847,0.033878,4856.946182,0.846958,0.717497,7.554634,9,9,1,1,0
38,240.97855,0.032868,7711.313599,1.051763,0.958505,7.593603,9,8,1,1,0
