slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,252.016313,0.0,0.388973,1.998414,6,6,1,1,0
2,187.395289,0.0,0.814533,11.339066,10,10,1,1,0
3,378.55467,0.0,0.627985,5.822462,10,10,1,1,0
4,225.242977,0.0,0.53779,4.331154,8,8,1,1,0
5,355.37902,0.0,0.639336,5.80374,9,9,1,1,0
6,210.636327,0.0,0.770232,8.479359,8,8,1,1,0
7,167.720394,0.0,0.573732,5.516716,9,8,1,1,0
8,488.343469,0.0,0.655376,5.69723,7,7,1,1,0
9,209.639051,0.0,0.749173,7.402492,7,7,1,1,0
10,198.428952,0.0,0.55013,5.983361,8,8,1,1,0
11,304.291105,0.0,0.467187,4.73064,8,8,1,1,0
12,207.203088,0.0,0.504753,5.751935,9,9,1,1,0
13,181.429779,0.0,0.604533,5.997646,9,9,1,1,0
14,179.268857,0.0,0.671157,6.579718,7,7,1,1,0
15,243.341419,0.0,0.488888,5.411847,8,8,1,1,0
16,233.73538,0.0,0.54303,5.167603,9,8,1,1,0
17,236.011625,0.0,0.705663,7.225368,9,9,1,1,0
18,171.117902,0.0,0.604787,6.897767,7,7,1,1,0
19,202.325665,0.0,0.561696,6.288757,10,10,1,1,0
20,276.069186,0.0,0.58322,6.178319,8,8,1,1,0
21,193.365671,0.0,0.741134,6.41675,9,9,1,1,0
22,242.721176,0.0,0.532253,5.631096,6,6,1,1,0
23,323.361012,0.0,0.63189,5.809017,9,9,1,1,0
24,228.027079,0.0,0.554541,5.777618,10,10,1,1,0
25,155.465902,0.0,0.482215,5.141652,9,9,1,1,0
26,207.417765,0.0,0.536812,6.408218,8,8,1,1,0
27,187.33202,0.0,0.604242,6.522296,8,8,1,1,0
28,243.086984,0.0,0.493625,5.117494,8,7,1,1,0
29,434.632313,0.0,0.700736,5.912448,7,7,1,1,0
30,306.928043,0.0,0.606708,6.610345,10,10,1,1,0
31,212.292193,0.0,0.464833,5.321711,7,7,1,1,0
32,180.112483,0.0,0.585368,7.304575,8,8,1,1,0
33,192.623766,0.0,0.500654,5.471066,8,8,1,1,0
34,227.3085,0.0,0.488802,4.93626,7,7,1,1,0
35,214.134076,0.0,0.676036,7.957474,8,8,1,1,0
36,166.32874,0.0,0.530562,6.39664,7,7,1,1,0
37,167.582739,0.0,0.378463,5.160938,8,7,1,1,0
38,213.494347,0.0,0.646517,6.368434,7,7,1,1,0
39,167.159325,0.0,0.437506,4.399238,8,7,1,1,0
40,187.431127,0.0,0.517183,6.997508,8,8,1,1,0
