slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,197.36669,0.0,1.126195,7.048967,5,5,1,1,0
2,62.903341,0.0,0.165518,1.723145,10,10,1,1,0
3,252.617873,0.0,0.835884,7.495363,8,8,1,1,0
4,84.4336,0.0,0.334036,1.847519,10,10,1,1,0
5,196.075617,0.0,0.892808,8.05771,10,10,1,1,0
6,80.752263,0.0,0.249438,1.833045,10,10,1,1,0
7,206.648597,0.0,0.73341,8.589604,10,10,1,1,0
8,151.980643,0.0,0.294393,2.444716,10,10,1,1,0
9,184.714689,0.0,0.71532,7.591426,10,10,1,1,0
10,87.905698,0.0,0.461645,3.182182,9,9,1,1,0
11,209.355183,0.0,0.625169,7.821508,9,9,1,1,0
12,110.463687,0.0,0.392769,3.334365,10,10,1,1,0
13,204.826964,0.0,0.60644,7.467319,9,9,1,1,0
14,79.613709,0.0,0.420463,3.152326,9,9,1,1,0
15,244.082344,0.0,0.657177,7.840834,10,10,1,1,0
16,122.078275,0.0,0.419898,3.425154,10,10,1,1,0
17,192.36549,0.0,0.498045,5.830256,10,10,1,1,0
18,177.166138,0.0,0.455206,4.113345,9,9,1,1,0
19,149.972502,0.0,0.473723,6.023617,9,9,1,1,0
20,144.68486,0.0,0.434754,4.041243,9,9,1,1,0
21,172.470465,0.0,0.440877,5.564183,10,9,1,1,0
22,114.067581,0.0,0.479935,3.716735,9,9,1,1,0
23,159.374957,0.0,0.509295,5.410908,9,9,1,1,0
24,150.552873,0.0,0.375947,3.750084,9,9,1,1,0
25,226.975382,0.0,0.583611,6.198799,10,9,1,1,0
26,107.36689,0.0,0.384488,3.989017,9,9,1,1,0
27,183.084437,0.0,0.446215,5.730277,9,9,1,1,0
28,145.632206,0.0,0.403544,3.846206,8,8,1,1,0
29,174.895326,0.0,0.441979,5.943806,9,8,1,1,0
30,217.425688,0.0,0.505569,4.674572,8,8,1,1,0
31,186.618227,0.0,0.489631,5.383489,9,8,1,1,0
32,154.491587,0.0,0.422256,4.770936,9,9,1,1,0
33,196.498226,0.0,0.541426,5.761386,10,9,1,1,0
34,157.663953,0.0,0.437574,3.701979,9,9,1,1,0
35,189.286491,0.0,0.416543,5.368456,9,9,1,1,0
36,213.39695,0.0,0.679515,5.389077,9,9,1,1,0
37,190.90513,0.0,0.482639,5.230869,10,9,1,1,0
38,225.415329,0.0,0.440485,4.313627,9,9,1,1,0
39,216.611037,0.0,0.469665,5.601244,9,9,1,1,0
40,242.447054,0.0,0.634148,4.608321,9,9,1,1,0
