slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,207.693477,0.0,0.487184,1.998414,4,4,1,1,0
2,180.280523,0.0,0.778077,9.25554,10,10,1,1,0
3,155.909749,0.0,0.850054,7.420604,9,9,1,1,0
4,436.902298,0.0,0.619558,5.799482,8,8,1,1,0
5,351.11852,0.0,0.401799,4.515927,6,6,1,1,0
6,225.536008,0.0,0.531373,6.687469,8,8,1,1,0
7,196.096834,0.0,0.511155,5.127884,10,9,1,1,0
8,334.688806,0.0,0.689538,5.779325,7,7,1,1,0
9,407.271005,0.0,0.519912,6.363716,8,8,1,1,0
10,183.766322,0.0,0.61627,6.193227,8,8,1,1,0
11,190.944256,0.0,0.468481,4.263653,7,7,1,1,0
12,168.819039,0.0,0.530812,7.307476,7,7,1,1,0
13,262.328456,0.0,0.516966,5.373734,8,8,1,1,0
14,208.613667,0.0,0.628768,6.7149,8,8,1,1,0
15,210.985332,0.0,0.533294,6.937069,8,8,1,1,0
16,182.05546,0.0,0.637489,6.092741,8,8,1,1,0
17,216.367264,0.0,0.644599,5.575701,8,8,1,1,0
18,196.993928,0.0,0.547391,7.106093,7,7,1,1,0
19,164.843885,0.0,0.472717,6.520145,5,5,1,1,0
20,528.738879,0.0,0.438101,6.027154,6,5,1,1,0
21,332.221699,0.0,0.495199,5.208936,10,10,1,1,0
22,174.917779,0.0,0.433376,5.66423,8,8,1,1,0
23,317.571626,0.0,0.749207,6.298117,9,9,1,1,0
24,209.443442,0.0,0.31724,4.291351,5,5,1,1,0
25,181.596079,0.0,0.522877,7.126258,7,7,1,1,0
26,251.345316,0.0,0.597686,5.974228,6,5,1,1,0
27,168.117816,0.0,0.559659,6.946254,9,9,1,1,0
28,184.493009,0.0,0.542179,6.544882,5,5,1,1,0
29,228.401048,0.0,0.469236,4.877388,8,7,1,1,0
30,202.182966,0.0,0.542368,7.609413,6,6,1,1,0
31,220.592075,0.0,0.415528,5.140579,8,6,1,1,0
32,248.372992,0.0,0.545808,6.166343,10,10,1,1,0
33,453.441294,0.0,0.592427,6.420922,9,9,1,1,0
34,212.453795,0.0,0.680437,6.646936,8,8,1,1,0
35,146.819221,0.0,0.544376,6.824717,8,8,1,1,0
36,326.039423,0.0,0.421516,5.282745,6,5,1,1,0
37,184.426924,0.0,0.564475,7.148814,8,8,1,1,0
38,381.713011,0.0,0.584104,6.400254,7,7,1,1,0
39,243.255103,0.0,0.653891,5.987376,8,8,1,1,0
40,184.96582,0.0,0.513354,6.586748,10,10,1,1,0
