slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,122.859734,0.0,0.356228,1.332276,5,5,1,1,0
2,235.993786,0.0,0.548616,5.18969,10,10,1,1,0
3,132.300099,0.0,0.722485,5.212665,8,8,1,1,0
4,131.849874,0.0,0.522772,4.303089,9,9,1,1,0
5,164.572614,0.0,0.415117,4.023163,7,7,1,1,0
6,185.143335,0.0,0.364307,4.189336,8,8,1,1,0
7,152.338702,0.0,0.477861,5.57823,8,8,1,1,0
8,165.613089,0.0,0.357175,3.267711,8,6,1,1,0
9,123.510479,0.0,0.397074,4.783022,8,8,1,1,0
10,211.049688,0.0,0.277353,3.456563,10,10,1,1,0
11,151.689195,0.0,0.4295,4.423773,7,7,1,1,0
12,159.716859,0.0,0.327195,3.631184,9,9,1,1,0
13,196.634715,0.0,0.293258,4.122484,8,8,1,1,0
14,254.828688,0.0,0.302539,3.540135,9,9,1,1,0
15,162.301407,0.0,0.387806,4.267852,8,8,1,1,0
16,120.218524,0.0,0.34191,4.586952,9,9,1,1,0
17,146.676386,0.0,0.302138,2.983194,8,8,1,1,0
18,151.156112,0.0,0.342615,4.043212,7,7,1,1,0
19,157.61861,0.0,0.244724,4.110663,7,7,1,1,0
20,121.378068,0.0,0.156307,3.061537,9,8,1,1,0
21,171.76373,0.0,0.332385,3.76281,10,9,1,1,0
22,128.04465,0.0,0.325973,3.997512,8,8,1,1,0
23,137.215221,0.0,0.330478,4.35496,7,7,1,1,0
24,140.539393,0.0,0.301634,4.921691,8,8,1,1,0
25,162.98555,0.0,0.31044,3.545297,8,7,1,1,0
26,218.416051,0.0,0.251574,3.08654,8,7,1,1,0
27,169.913961,0.0,0.311651,3.621132,8,8,1,1,0
28,125.417441,0.0,0.373579,4.657221,9,9,1,1,0
29,117.701753,0.0,0.383171,5.830859,8,8,1,1,0
30,174.117845,0.0,0.286399,4.282645,7,6,1,1,0
31,112.05029,0.0,0.27574,4.552638,6,6,1,1,0
32,180.221524,0.0,0.365019,4.198498,7,6,1,1,0
33,223.880137,0.0,0.263335,3.480132,9,7,1,1,0
34,128.482434,0.0,0.276396,4.045953,10,10,1,1,0
35,139.448063,0.0,0.379548,4.07205,8,8,1,1,0
36,151.214217,0.0,0.471754,5.608066,9,9,1,1,0
37,118.613563,0.0,0.280518,4.398031,7,7,1,1,0
38,114.981504,0.0,0.372326,4.249561,7,7,1,1,0
39,265.736094,0.0,0.308418,3.876027,6,6,1,1,0
40,136.604828,0.0,0.270567,4.907028,9,9,1,1,0
