slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,254.134624,0.0,0.624074,3.779286,6,6,1,1,0
2,207.309713,0.0,0.855961,5.522531,10,10,1,1,0
3,218.477722,0.0,0.679671,4.966718,9,9,1,1,0
4,166.173584,0.0,0.387604,3.20372,10,10,1,1,0
5,165.611131,0.0,0.568013,5.126496,10,10,1,1,0
6,182.724159,0.0,0.315109,3.000725,10,10,1,1,0
7,275.496514,0.0,0.591213,6.331374,9,9,1,1,0
8,281.74199,0.0,0.564155,4.486266,9,9,1,1,0
9,238.843779,0.0,0.490806,6.042164,9,9,1,1,0
10,163.890294,0.0,0.536604,4.197445,10,9,1,1,0
11,175.179308,0.0,0.410792,5.351498,9,9,1,1,0
12,225.790003,0.0,0.531069,4.427731,9,9,1,1,0
13,164.256274,0.0,0.349109,5.091147,9,9,1,1,0
14,250.362338,0.0,0.36957,4.489308,10,10,1,1,0
15,214.271053,0.0,0.492643,5.577415,10,10,1,1,0
16,151.719666,0.0,0.441814,3.867549,9,9,1,1,0
17,246.71486,0.0,0.428806,5.150518,10,10,1,1,0
18,325.163679,0.0,0.874015,5.72971,10,10,1,1,0
19,200.372437,0.0,0.405888,5.593685,10,10,1,1,0
20,262.076309,0.0,0.550524,5.504513,10,10,1,1,0
21,250.079472,0.0,0.417803,4.523792,10,10,1,1,0
22,214.369488,0.0,0.483925,5.591637,10,10,1,1,0
23,206.167284,0.0,0.307876,4.001836,10,10,1,1,0
24,253.53855,0.0,0.595724,5.971078,10,10,1,1,0
25,283.266437,0.0,0.379755,4.932492,10,10,1,1,0
26,214.07948,0.0,0.608816,5.854955,10,10,1,1,0
27,250.526621,0.0,0.38827,4.527461,10,10,1,1,0
28,167.83464,0.0,0.520007,4.785131,10,10,1,1,0
29,260.042744,0.0,0.364719,4.278313,10,10,1,1,0
30,204.322849,0.0,0.610282,5.383289,10,10,1,1,0
31,266.325717,0.0,0.473683,4.914669,10,10,1,1,0
32,174.478553,0.0,0.551217,4.642375,10,10,1,1,0
33,259.528437,0.0,0.36586,4.607941,10,10,1,1,0
34,200.36096,0.0,0.4602,5.304889,10,10,1,1,0
35,256.156263,0.0,0.273981,4.259679,10,10,1,1,0
36,248.348478,0.0,0.577152,5.605583,10,10,1,1,0
37,273.91393,0.0,0.545243,6.123954,10,10,1,1,0
38,210.762723,0.0,0.462059,5.019605,10,10,1,1,0
39,179.188567,0.0,0.593418,5.582606,10,10,1,1,0
40,238.614087,0.0,0.540153,4.859141,10,10,1,1,0
