slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,502.547502,0.0,1.20588,7.240283,6,6,1,1,7
2,1008.642244,0.0,0.490431,3.186602,10,10,1,1,26
3,333.218638,0.0,0.918691,6.556598,9,9,1,1,6
4,975.873401,0.0,0.321015,2.254006,10,10,1,1,29
5,512.934795,0.0,0.834716,7.314446,10,10,1,1,6
6,1115.640264,0.0,0.370731,2.737717,10,10,1,1,23
7,416.395639,0.0,0.935651,7.860364,10,10,1,1,5
8,924.523053,0.0,0.380959,3.425013,10,10,1,1,19
9,454.414291,0.0,0.63752,6.526431,10,10,1,1,6
10,1062.974307,0.0,0.250701,2.80084,10,10,1,1,22
11,499.53292,0.0,0.568862,7.26543,10,10,1,1,5
12,887.427667,0.0,0.415811,3.224645,9,9,1,1,23
13,461.719061,0.0,0.684703,7.278857,9,9,1,1,4
14,795.827258,0.0,0.554916,3.740299,9,9,1,1,22
15,459.270194,0.0,0.548144,7.10309,10,9,1,1,5
16,997.315861,0.0,0.398044,3.418344,9,9,1,1,23
17,608.367679,0.0,0.414435,5.898417,9,9,1,1,9
18,901.268019,0.0,0.421882,4.903258,9,9,1,1,20
19,563.39566,0.0,0.466707,5.400537,10,9,1,1,10
20,836.556736,0.0,0.605827,5.311333,9,9,1,1,17
21,635.093945,0.0,0.470076,5.243787,9,9,1,1,14
22,833.907664,0.0,0.632123,5.228285,9,9,1,1,18
23,580.481776,0.0,0.45293,5.337612,10,9,1,1,10
24,961.384414,0.0,0.470238,4.017969,9,9,1,1,20
25,595.793222,0.0,0.561086,6.730654,9,9,1,1,8
26,791.942791,0.0,0.376896,4.590988,9,9,1,1,21
27,511.915339,0.0,0.492376,5.909424,10,9,1,1,9
28,809.709121,0.0,0.486762,5.391834,9,9,1,1,16
29,571.755247,0.0,0.486991,5.046138,9,9,1,1,9
30,710.311521,0.0,0.746546,6.537797,9,9,1,1,15
31,663.404317,0.0,0.400052,5.352908,10,9,1,1,13
32,819.842933,0.0,0.586729,4.514742,9,9,1,1,15
33,592.539143,0.0,0.463924,5.417854,9,9,1,1,9
34,845.862213,0.0,0.604258,5.182995,9,9,1,1,17
35,788.968463,0.0,0.334721,5.384795,8,8,1,1,18
36,772.451521,0.0,0.667283,5.322217,8,8,1,1,16
37,612.379252,0.0,0.421455,4.169101,10,9,1,1,14
38,624.645529,0.0,0.612329,6.027726,10,10,1,1,13
39,804.907517,0.0,0.308851,4.687945,9,9,1,1,17
40,549.812303,0.0,0.639984,6.242393,9,9,1,1,12
