slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,314.386672,0.0,0.77851,2.95004,5,5,1,1,0
2,205.274828,0.0,1.339819,14.152857,10,10,1,1,0
3,255.303997,0.0,1.113686,11.212009,10,10,1,1,0
4,222.303439,0.0,0.940949,6.545212,9,9,1,1,0
5,245.460914,0.0,0.824177,6.85571,6,6,1,1,0
6,391.203665,0.0,1.003732,8.407733,6,6,1,1,0
7,266.717356,0.0,0.824548,7.621924,9,8,1,1,0
8,238.2549,0.0,0.798489,6.873982,7,7,1,1,0
9,310.232505,0.0,0.804692,8.439768,9,9,1,1,0
10,248.220752,0.0,0.899842,9.263924,9,9,1,1,0
11,287.713483,0.0,0.960402,9.630483,6,6,1,1,0
12,279.084877,0.0,0.882822,9.032142,7,7,1,1,0
13,293.235423,0.0,0.888081,9.376681,8,8,1,1,0
14,320.620157,0.0,0.567426,5.179222,9,7,1,1,0
15,247.124243,0.0,0.832301,9.096124,9,9,1,1,0
16,211.327504,0.0,0.84363,6.76697,7,7,1,1,0
17,250.043516,0.0,0.863997,9.6404,7,7,1,1,0
18,606.018377,0.0,0.62553,7.173857,6,6,1,1,0
19,274.095743,0.0,0.935675,10.658313,10,10,1,1,0
20,228.249223,0.0,0.804736,6.966622,8,8,1,1,0
21,338.83014,0.0,0.863039,7.96018,8,8,1,1,0
22,289.427742,0.0,0.787057,8.446122,7,7,1,1,0
23,245.644339,0.0,0.840951,8.753045,9,9,1,1,0
24,502.041649,0.0,0.837522,7.986193,6,6,1,1,0
25,478.261665,0.0,0.848546,8.489388,8,8,1,1,0
26,224.490162,0.0,0.864799,9.236676,9,9,1,1,0
27,312.796846,0.0,0.771398,8.420303,6,6,1,1,0
28,237.81159,0.0,0.891435,8.014764,9,9,1,1,0
29,270.047535,0.0,1.006466,8.144614,6,6,1,1,0
30,265.629132,0.0,0.856062,9.558291,7,7,1,1,0
31,293.498544,0.0,0.681605,7.32351,6,6,1,1,0
32,311.438818,0.0,0.8169,9.830173,8,8,1,1,0
33,209.948385,0.0,0.709101,6.759288,10,9,1,1,0
34,266.215849,0.0,0.951048,8.51864,8,8,1,1,0
35,352.697704,0.0,0.860707,8.614315,7,7,1,1,0
36,257.800408,0.0,0.685703,7.770558,9,9,1,1,0
37,237.818055,0.0,0.882565,9.010738,8,8,1,1,0
38,420.409019,0.0,0.952134,7.585525,9,9,1,1,0
39,226.507156,0.0,0.978964,9.248824,8,8,1,1,0
40,310.083842,0.0,0.827099,8.361145,5,5,1,1,0
