slot,average_delay,average_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,577.443877,0.0,1.126195,7.048967,5,5,1,1,11
2,1147.501824,0.0,0.165518,1.723145,10,10,1,1,36
3,346.118082,0.0,0.835884,7.495363,8,8,1,1,4
4,1023.969144,0.0,0.334036,1.847519,10,10,1,1,32
5,600.654111,0.0,0.892808,8.05771,10,10,1,1,13
6,1092.050948,0.0,0.249438,1.833045,10,10,1,1,28
7,442.374672,0.0,0.73341,8.589604,10,10,1,1,10
8,1110.603097,0.0,0.294393,2.444716,10,10,1,1,34
9,731.654599,0.0,0.71532,7.591426,10,10,1,1,16
10,1063.671019,0.0,0.461645,3.182182,9,9,1,1,29
11,598.843471,0.0,0.625169,7.821508,9,9,1,1,13
12,1032.560529,0.0,0.392769,3.334365,10,10,1,1,28
13,548.458247,0.0,0.60644,7.467319,9,9,1,1,11
14,953.393479,0.0,0.420463,3.152326,9,9,1,1,27
15,651.649259,0.0,0.657177,7.840834,10,10,1,1,14
16,888.908637,0.0,0.419898,3.425154,10,10,1,1,29
17,709.288415,0.0,0.498045,5.830256,10,10,1,1,16
18,921.721831,0.0,0.455206,4.113345,9,9,1,1,29
19,678.995677,0.0,0.473723,6.023617,9,9,1,1,20
20,979.210319,0.0,0.434754,4.041243,9,9,1,1,30
21,640.717297,0.0,0.440877,5.564183,10,9,1,1,16
22,1054.450402,0.0,0.479935,3.716735,9,9,1,1,28
23,829.699392,0.0,0.509295,5.410908,9,9,1,1,22
24,1093.679814,0.0,0.375947,3.750084,9,9,1,1,29
25,578.245306,0.0,0.583611,6.198799,10,9,1,1,10
26,795.18048,0.0,0.384488,3.989017,9,9,1,1,21
27,816.612236,0.0,0.446215,5.730277,9,9,1,1,19
28,899.572824,0.0,0.403544,3.846206,8,8,1,1,28
29,609.220588,0.0,0.441979,5.943806,9,8,1,1,17
30,939.523124,0.0,0.505569,4.674572,8,8,1,1,25
31,770.08639,0.0,0.489631,5.383489,9,8,1,1,20
32,852.343479,0.0,0.422256,4.770936,9,9,1,1,28
33,635.227474,0.0,0.541426,5.761386,10,9,1,1,16
34,919.496478,0.0,0.437574,3.701979,9,9,1,1,21
35,600.675651,0.0,0.416543,5.368456,9,9,1,1,16
36,979.406094,0.0,0.679515,5.389077,9,9,1,1,25
37,736.822027,0.0,0.482639,5.230869,10,9,1,1,19
38,955.046896,0.0,0.440485,4.313627,9,9,1,1,21
39,831.255495,0.0,0.469665,5.601244,9,9,1,1,18
40,887.347034,0.0,0.634148,4.608321,9,9,1,1,25
