slot,ap_id,tier,fidelity,trust,mismatch,uncertainty,twin_age,sync_triggered,coordination_triggered,queue_size,local_load
1,BS_0,BS,0.445159,0.833841,0.709324,0.396223,1,1,1,1,0.0
1,BS_1,BS,0.904837,0.928711,0.0,0.0,1,0,0,0,0.0
1,BS_2,BS,0.384358,0.793386,0.856181,0.577274,1,1,1,2,0.0
1,BS_3,BS,0.332871,0.742433,1.0,2.05912,1,1,1,4,0.0
1,BS_4,BS,0.904837,0.928906,0.0,0.0,1,0,0,0,0.0
1,HAP_0,HAP,0.458229,0.734107,0.680387,0.364555,1,1,1,1,0.0
1,HAP_1,HAP,0.904837,0.943132,0.0,0.0,1,0,0,0,0.0
1,HAP_2,HAP,0.904837,0.847563,0.0,0.0,1,0,0,0,0.0
1,LEO_0,LEO,0.904837,0.956594,0.0,0.0,1,0,0,0,0.0
1,LEO_1,LEO,0.904837,0.933064,0.0,0.0,1,0,0,0,0.0
2,BS_0,BS,0.434541,0.808148,0.733465,0.681197,1,1,1,2,0.0
2,BS_1,BS,0.818731,0.950098,0.0,0.0,2,0,0,0,0.0
2,BS_2,BS,0.454574,0.779819,0.688394,0.748414,1,1,1,2,0.0
2,BS_3,BS,0.551381,0.752624,0.495329,1.531642,1,1,1,3,0.0
2,BS_4,BS,0.818731,0.950235,0.0,0.0,2,0,0,0,0.0
2,HAP_0,HAP,0.449755,0.744113,0.699051,0.62179,1,1,1,2,0.0
2,HAP_1,HAP,0.78365,0.944016,0.143793,0.016283,1,1,1,0,0.331829
2,HAP_2,HAP,0.76572,0.885763,0.066938,0.003529,2,0,0,0,0.154473
2,LEO_0,LEO,0.813166,0.957598,0.10682,0.008986,1,1,1,0,0.246507
2,LEO_1,LEO,0.763261,0.934002,0.170155,0.0228,1,1,1,0,0.392666
3,BS_0,BS,0.483515,0.794176,0.626674,0.752045,1,1,1,2,0.0
3,BS_1,BS,0.7412,0.942626,0.199485,0.031338,1,1,1,0,0.46035
3,BS_2,BS,0.741269,0.817249,0.199392,0.517778,1,1,1,1,0.0
3,BS_3,BS,0.687271,0.779584,0.275026,1.055133,1,1,1,4,0.0
3,BS_4,BS,0.675833,0.954836,0.091809,0.006638,3,0,0,0,0.211868
3,HAP_0,HAP,0.518623,0.759346,0.556578,0.648114,1,1,1,2,0.309834
3,HAP_1,HAP,0.798104,0.944587,0.125516,0.02299,1,1,1,0,0.389201
3,HAP_2,HAP,0.788065,0.90449,0.138175,0.017329,1,1,1,0,0.2648
3,LEO_0,LEO,0.740495,0.946208,0.200436,0.037478,1,1,1,0,0.536497
3,LEO_1,LEO,0.77328,0.944888,0.057114,0.017389,2,0,0,0,0.2496
4,BS_0,BS,0.674058,0.821281,0.294439,0.557101,1,1,1,1,0.0
4,BS_1,BS,0.771171,0.952881,0.059845,0.02319,2,0,0,0,0.0
4,BS_2,BS,0.545827,0.822846,0.505454,0.537749,1,1,1,0,0.0
4,BS_3,BS,0.671381,0.796351,0.298418,0.755966,1,1,1,4,0.0
4,BS_4,BS,0.649123,0.96477,0.032133,0.005128,4,0,0,0,0.0
4,HAP_0,HAP,0.628758,0.790662,0.364009,0.52562,1,1,1,1,0.214555
4,HAP_1,HAP,0.739174,0.934523,0.202222,0.047147,1,1,1,0,0.693759
4,HAP_2,HAP,0.75875,0.922563,0.076083,0.015822,2,0,0,0,0.271235
4,LEO_0,LEO,0.785555,0.953198,0.041365,0.025708,2,0,0,0,0.33837
4,LEO_1,LEO,0.797484,0.944725,0.126293,0.023864,1,1,1,0,0.411218
5,BS_0,BS,0.711404,0.843647,0.240515,0.40767,1,1,1,2,0.0
5,BS_1,BS,0.814461,0.956997,0.105228,0.023794,1,1,1,0,0.0
5,BS_2,BS,0.707854,0.848471,0.245518,0.397006,1,1,1,1,0.0
5,BS_3,BS,0.566688,0.79846,0.467947,0.66382,1,1,1,2,0.0
5,BS_4,BS,0.894718,0.974074,0.011247,0.003433,1,1,0,0,0.0
5,HAP_0,HAP,0.696299,0.825619,0.261976,0.3957,1,1,1,0,0.146041
5,HAP_1,HAP,0.751783,0.941511,0.085308,0.036377,2,0,0,0,0.205711
5,HAP_2,HAP,0.672244,0.932845,0.097134,0.017715,3,0,0,0,0.297425
5,LEO_0,LEO,0.705806,0.957298,0.048415,0.018556,3,0,0,0,0.37789
5,LEO_1,LEO,0.788742,0.954453,0.037316,0.016608,2,0,0,0,0.167221
6,BS_0,BS,0.693283,0.855382,0.266317,0.320839,1,1,1,2,0.0
6,BS_1,BS,0.794335,0.953866,0.13025,0.028826,1,1,1,0,0.422223
6,BS_2,BS,0.515865,0.830833,0.56191,0.506702,1,1,1,2,0.0
6,BS_3,BS,0.732664,0.819396,0.211068,0.466566,1,1,1,4,0.0
6,BS_4,BS,0.804635,0.968483,0.117367,0.013079,1,1,1,0,0.278632
6,HAP_0,HAP,0.617355,0.839316,0.382312,0.372308,1,1,1,1,0.0
6,HAP_1,HAP,0.762449,0.940605,0.17122,0.046731,1,1,1,0,0.133523
6,HAP_2,HAP,0.654174,0.949325,0.024382,0.011983,4,0,0,0,0.0
6,LEO_0,LEO,0.657144,0.964275,0.019852,0.012372,4,0,0,0,0.214659
6,LEO_1,LEO,0.686039,0.958596,0.076821,0.015443,3,0,0,0,0.141897
7,BS_0,BS,0.591046,0.843766,0.425861,0.351364,1,1,1,2,0.0
7,BS_1,BS,0.770066,0.957529,0.061279,0.021694,2,0,0,0,0.323487
7,BS_2,BS,0.607966,0.83024,0.397636,0.453871,1,1,1,2,0.0
7,BS_3,BS,0.715881,0.830685,0.234241,0.346477,1,1,1,3,0.557232
7,BS_4,BS,0.76167,0.95668,0.172242,0.031864,1,1,1,0,0.489701
7,HAP_0,HAP,0.530432,0.829794,0.534064,0.466614,1,1,1,2,0.326846
7,HAP_1,HAP,0.755727,0.945023,0.080075,0.035425,2,0,0,0,0.525994
7,HAP_2,HAP,0.903735,0.96237,0.001219,0.00779,1,1,0,0,0.157226
7,LEO_0,LEO,0.861795,0.967209,0.048738,0.009912,1,1,0,0,0.203137
7,LEO_1,LEO,0.610055,0.960323,0.094206,0.017027,4,0,0,0,0.133687
8,BS_0,BS,0.876242,0.873186,0.032113,0.229199,1,1,1,2,0.0
