slot,average_delay,average_energy,total_delay,total_energy,mission_cost,fidelity_cost,sync_trigger_count,coordination_trigger_count,one_hot_valid,resource_feasible,local_execution_count
1,132.792699,0.007003,1726.305084,0.091039,0.31648,1.237114,4,4,1,1,0
2,134.489751,0.036396,2286.325766,0.618724,0.658747,5.674205,10,10,1,1,0
3,180.88458,0.038395,2713.268707,0.575925,0.386487,3.530934,10,10,1,1,0
4,154.254717,0.020925,2622.330193,0.35573,0.564818,4.555439,8,8,1,1,0
5,127.684045,0.016322,1787.576625,0.228503,0.463823,3.886563,8,8,1,1,0
6,122.691487,0.016363,2208.446773,0.294543,0.478556,5.601767,6,6,1,1,0
7,242.772791,0.026549,3398.819071,0.371685,0.218031,2.805401,7,6,1,1,0
8,133.772598,0.035513,2407.906771,0.639236,0.586641,6.361209,10,10,1,1,0
9,132.26919,0.026167,1851.768664,0.366338,0.452906,4.007821,9,9,1,1,0
10,149.055168,0.025133,2533.937851,0.427265,0.465712,4.089515,8,8,1,1,0
11,170.53471,0.013466,2728.555367,0.215457,0.358518,3.540474,7,7,1,1,0
12,192.069614,0.031771,3265.183432,0.540112,0.405881,4.008916,8,8,1,1,0
13,140.60857,0.026302,2530.954259,0.473435,0.486834,5.677204,7,7,1,1,0
14,206.515208,0.03428,2891.212908,0.479925,0.284302,3.136081,9,9,1,1,0
15,134.349544,0.01881,2283.942252,0.319768,0.516647,4.877428,8,8,1,1,0
16,116.334161,0.035167,1861.346581,0.562671,0.459545,3.914616,10,10,1,1,0
17,110.83487,0.023871,1662.523048,0.358058,0.34598,3.82722,7,7,1,1,0
18,167.027559,0.012031,3173.523613,0.228587,0.390486,4.829948,5,5,1,1,0
19,698.057649,0.182271,12565.037687,3.280879,0.337129,4.225729,8,8,1,1,0
20,141.01325,0.024123,2679.251753,0.458341,0.410485,5.860785,8,8,1,1,0
21,125.311662,0.023314,1754.363265,0.326399,0.244519,3.121463,9,9,1,1,0
22,139.453416,0.022151,2231.254658,0.354422,0.251571,3.528693,8,8,1,1,0
23,181.399377,0.014853,2902.39003,0.237647,0.344464,3.999884,8,8,1,1,0
24,386.951549,0.094978,5030.370132,1.234718,0.32937,2.896993,6,6,1,1,0
25,425.229542,0.112892,6378.443136,1.693373,0.348656,3.498416,10,10,1,1,0
26,137.145577,0.006492,1920.038079,0.090892,0.285015,3.085969,6,6,1,1,0
27,165.613023,0.019522,3146.647429,0.370924,0.436686,5.772288,7,7,1,1,0
28,387.106296,0.104147,6193.700742,1.666351,0.388961,3.536073,9,9,1,1,0
29,148.237516,0.022315,2520.037773,0.379362,0.390781,4.513997,8,8,1,1,0
30,137.734333,0.016645,1790.546326,0.216379,0.279004,3.500747,8,8,1,1,0
31,269.27864,0.012718,4308.458237,0.203484,0.292124,4.275879,7,7,1,1,0
32,138.199696,0.03087,1658.396356,0.370442,0.221146,2.721391,9,8,1,1,0
33,156.59725,0.036775,2505.556006,0.588394,0.429623,4.444208,10,10,1,1,0
34,130.270096,0.027919,1563.241158,0.335027,0.258795,2.27181,9,9,1,1,0
35,150.548165,0.026874,2258.222471,0.403116,0.270162,3.023896,8,8,1,1,0
36,150.204005,0.028896,2403.26408,0.462336,0.520712,4.760786,8,8,1,1,0
37,224.01553,0.030593,4032.279542,0.550669,0.379727,4.487276,9,9,1,1,0
38,115.777753,0.025194,1157.777525,0.251937,0.285958,2.191059,8,7,1,1,0
39,116.492606,0.02192,1980.374298,0.37264,0.488781,5.088727,7,7,1,1,0
40,174.374569,0.017629,3138.742247,0.31733,0.401872,4.747611,7,7,1,1,0
41,241.182194,0.020859,3617.732906,0.312887,0.260112,3.394776,8,7,1,1,0
42,256.014089,0.037988,4608.253603,0.683789,0.434652,4.578451,10,10,1,1,0
43,164.005355,0.025375,3116.101738,0.482123,0.416489,6.148849,8,8,1,1,0
44,191.591067,0.031981,3640.230282,0.607638,0.575613,5.841314,9,9,1,1,0
45,236.9651,0.018641,3791.4416,0.298261,0.374066,3.775527,8,8,1,1,0
46,246.09015,0.065997,4183.532546,1.121944,0.463131,4.153997,10,10,1,1,0
47,124.068673,0.016433,2233.236109,0.295798,0.59071,5.697932,7,7,1,1,0
48,274.10177,0.027041,4659.73009,0.459704,0.403072,3.8355,8,8,1,1,0
49,165.071898,0.03534,2806.222262,0.600777,0.378897,4.529734,9,9,1,1,0
50,281.767783,0.029609,4790.05231,0.503353,0.310198,3.410866,9,8,1,1,0
51,134.11865,0.02899,2280.017045,0.492829,0.417348,4.781514,9,9,1,1,0
52,429.780004,0.027857,6016.92005,0.390001,0.314712,1.983854,8,8,1,1,0
53,124.344705,0.022994,1740.825873,0.321917,0.344384,4.215684,9,9,1,1,0
54,268.577622,0.030685,5102.974817,0.583018,0.482741,4.313678,8,8,1,1,0
55,154.012173,0.026145,2464.194762,0.418327,0.330898,3.693055,8,7,1,1,0
56,191.099431,0.024791,3057.590899,0.396654,0.441673,4.052114,8,8,1,1,0
57,158.056607,0.031974,3003.075524,0.607505,0.608556,5.54262,9,9,1,1,0
58,140.747944,0.027584,2111.219163,0.413767,0.479744,3.980909,7,7,1,1,0
59,394.213491,0.037279,6701.62934,0.633737,0.331108,2.087701,9,8,1,1,0
60,171.918339,0.034728,2406.856751,0.486192,0.304057,3.575991,10,10,1,1,0
61,447.100374,0.121954,6259.405239,1.707356,0.254222,3.34345,9,9,1,1,0
62,159.863972,0.025019,2717.687522,0.42533,0.433341,4.437602,9,9,1,1,0
63,161.243557,0.035785,2257.409796,0.500995,0.354165,3.597232,10,10,1,1,0
64,108.744897,0.037702,1413.683662,0.490125,0.341387,3.112763,10,10,1,1,0
65,157.857744,0.013584,2367.866163,0.203756,0.358511,3.598058,7,7,1,1,0
66,192.317711,0.024665,2884.76567,0.369977,0.320596,3.732126,8,8,1,1,0
67,213.329753,0.054214,3413.276055,0.867422,0.417054,4.121306,8,8,1,1,0
68,163.206711,0.030035,2774.514088,0.510592,0.387452,3.931642,9,8,1,1,0
69,109.132948,0.038595,1527.861274,0.540331,0.274334,4.122596,10,10,1,1,0
70,123.986732,0.029116,1983.787705,0.465862,0.40383,4.475708,9,9,1,1,0
71,188.009947,0.016987,3008.159158,0.271797,0.299838,3.302985,6,6,1,1,0
72,142.432002,0.014946,2278.91203,0.239134,0.320591,5.326208,7,7,1,1,0
73,368.654174,0.049475,5898.466788,0.7916,0.20801,2.784867,8,7,1,1,0
74,244.671304,0.035469,4159.412168,0.602981,0.315483,4.525617,10,10,1,1,0
75,303.695172,0.041865,3340.646887,0.460511,0.276082,3.1903,10,10,1,1,0
76,163.624956,0.04223,2781.624249,0.717911,0.582139,6.318516,10,10,1,1,0
77,174.644074,0.025987,2968.949265,0.441784,0.513302,3.178787,9,9,1,1,0
78,143.986343,0.027391,2303.781485,0.438261,0.525187,4.792101,9,9,1,1,0
79,153.721084,0.029903,1998.374097,0.388743,0.370289,2.702437,9,9,1,1,0
80,250.815976,0.066574,4013.055618,1.06518,0.498916,3.825793,10,10,1,1,0
81,130.211105,0.017469,1822.955465,0.24457,0.259293,3.481733,7,7,1,1,0
82,115.786433,0.023917,1273.650759,0.263086,0.271056,2.302441,8,8,1,1,0
83,131.165415,0.015847,1967.481223,0.237703,0.376781,4.265115,7,7,1,1,0
84,184.210372,0.025174,3131.576329,0.42795,0.36358,3.752354,8,7,1,1,0
85,124.543046,0.02435,1743.602647,0.340905,0.279119,3.516227,8,8,1,1,0
86,146.306445,0.028484,2487.209569,0.484221,0.382581,4.421423,8,8,1,1,0
87,332.186315,0.08438,4982.794732,1.265695,0.275427,3.909955,8,8,1,1,0
88,137.169897,0.028189,2331.888244,0.479208,0.470163,4.648781,9,9,1,1,0
89,147.539102,0.02668,2655.703837,0.480234,0.304624,4.501495,9,9,1,1,0
90,137.73807,0.025867,1928.332976,0.362145,0.256845,3.146023,9,9,1,1,0
91,574.273823,0.138943,10336.928813,2.500983,0.457571,4.064877,7,7,1,1,0
92,111.164766,0.019116,1778.636264,0.305858,0.337008,4.565318,8,8,1,1,0
93,271.758199,0.030025,4619.889391,0.510427,0.369415,3.299552,8,7,1,1,0
94,364.947847,0.042858,6569.061243,0.771439,0.306067,4.325094,9,9,1,1,0
95,112.465008,0.032423,1911.905143,0.551195,0.575883,6.943319,10,10,1,1,0
96,204.593874,0.036685,3068.908116,0.550278,0.326151,3.027733,10,10,1,1,0
97,423.849416,0.113414,6781.590651,1.814624,0.387039,3.784747,9,9,1,1,0
98,113.030307,0.019844,1921.515215,0.337356,0.49717,5.44152,7,7,1,1,0
99,245.266862,0.030284,4660.070386,0.575393,0.446122,3.926622,8,8,1,1,0
100,106.279289,0.024321,1381.630758,0.316171,0.376792,4.142606,8,8,1,1,0
101,189.529695,0.03637,2653.415732,0.509176,0.280219,3.058597,8,8,1,1,0
102,198.219767,0.03892,2973.296509,0.583805,0.316983,4.383429,10,10,1,1,0
103,249.720175,0.035763,3745.802631,0.53645,0.30302,3.315957,9,9,1,1,0
104,104.667406,0.02886,1465.34368,0.404042,0.393144,4.470459,9,9,1,1,0
105,230.505006,0.036297,3688.080096,0.580746,0.387308,3.923133,10,10,1,1,0
106,146.336947,0.033104,2487.728092,0.562775,0.399828,4.286207,9,9,1,1,0
107,152.731235,0.036026,2443.699752,0.576416,0.446085,4.308664,10,10,1,1,0
108,166.051492,0.025417,3154.978347,0.482931,0.514926,4.807917,8,8,1,1,0
109,159.381658,0.034901,2868.869852,0.628226,0.440836,4.289746,9,9,1,1,0
110,113.583095,0.03108,1703.746418,0.466206,0.333862,4.167333,8,8,1,1,0
111,203.890557,0.036362,3466.139469,0.61815,0.287111,3.881975,9,9,1,1,0
112,138.159794,0.015403,1796.077317,0.200233,0.340558,3.541848,7,7,1,1,0
113,177.986798,0.036693,2313.828372,0.477014,0.278704,3.443296,7,6,1,1,0
114,192.773435,0.026867,3084.374953,0.42988,0.337157,4.044521,8,8,1,1,0
115,431.584131,0.039461,6042.177834,0.552454,0.341419,1.950998,9,8,1,1,0
116,138.41367,0.036069,2353.032389,0.613169,0.507479,6.442699,10,10,1,1,0
117,183.416371,0.024767,2751.245566,0.371503,0.324639,3.476602,8,8,1,1,0
118,139.482502,0.037414,2092.237527,0.561211,0.438566,4.87547,10,10,1,1,0
119,136.887925,0.015707,2463.982651,0.282731,0.439428,4.168285,7,7,1,1,0
120,145.904877,0.026263,1896.763397,0.341417,0.362923,3.194354,8,8,1,1,0
121,305.984986,0.023005,4895.75978,0.368079,0.318057,3.609198,8,8,1,1,0
122,107.534815,0.026763,1397.952601,0.34792,0.280066,4.028444,9,9,1,1,0
123,242.155067,0.060995,3632.326012,0.914932,0.397047,3.874639,8,8,1,1,0
124,163.605834,0.011298,2126.875848,0.146869,0.235375,2.733409,7,7,1,1,0
125,351.272673,0.029051,5269.090101,0.435772,0.343802,3.367105,8,8,1,1,0
